OrderID,CustomerID,OrderDate,TotalAmount
ORDER4255,CUST5755,2023-12-22,312.5
ORDER4256,CUST5874,2023-09-22,194.08
ORDER4257,CUST1380,2023-01-16,386.91
ORDER4258,CUST1653,2023-05-16,205.23
ORDER4259,CUST4780,2023-09-07,365.13
ORDER4260,CUST3284,2023-03-01,221.7
ORDER4261,CUST1569,2023-11-10,239.18
ORDER4262,CUST5196,2023-05-02,488.96
ORDER4263,CUST3186,2023-04-27,94.46
ORDER4264,CUST5098,2023-07-18,152.93
ORDER4265,CUST4389,2023-12-04,332.52
ORDER4266,CUST3094,2023-12-07,62.57
ORDER4267,CUST5273,2023-09-07,293.37
ORDER4268,CUST2142,2023-01-15,152.36
ORDER4269,CUST2241,2023-05-26,68.98
ORDER4270,CUST4845,2023-05-31,479.61
ORDER4271,CUST4305,2023-06-13,402.01
ORDER4272,CUST5234,2023-10-08,402.6
ORDER4273,CUST1033,2023-04-30,74.78
ORDER4274,CUST4540,2023-12-19,136.41
ORDER4275,CUST3547,2023-04-14,356.97
ORDER4276,CUST4947,2023-06-20,83.2
ORDER4277,CUST4823,2023-01-06,429.75
ORDER4278,CUST4821,2023-04-07,265.51
ORDER4279,CUST4969,2023-06-08,459.92
ORDER4280,CUST3451,2023-06-29,35.64
ORDER4281,CUST5173,2023-01-15,437.13
ORDER4282,CUST2064,2023-07-15,303.59
ORDER4283,CUST2041,2023-04-29,81.35
ORDER4284,CUST5767,2023-11-29,272.49
ORDER4285,CUST5228,2023-10-28,390.02
ORDER4286,CUST3004,2023-05-14,168.19
ORDER4287,CUST2397,2023-04-29,76.61
ORDER4288,CUST1952,2023-10-19,299.91
ORDER4289,CUST5343,2023-02-05,471.56
ORDER4290,CUST1363,2023-04-13,352.69
ORDER4291,CUST5806,2023-07-13,228.19
ORDER4292,CUST4782,2023-07-01,45.01
ORDER4293,CUST3540,2023-06-17,360.48
ORDER4294,CUST5580,2023-07-02,115.13
ORDER4295,CUST2697,2023-10-18,377.18
ORDER4296,CUST3892,2023-04-15,421.25
ORDER4297,CUST1944,2023-03-03,460.58
ORDER4298,CUST1989,2023-07-10,160.94
ORDER4299,CUST1653,2023-01-15,176.52
ORDER4300,CUST2018,2023-04-29,448.43
ORDER4301,CUST4492,2023-08-07,413.18
ORDER4302,CUST5970,2023-08-31,299.28
ORDER4303,CUST2846,2023-04-03,253.32
ORDER4304,CUST2810,2023-01-23,272.14
ORDER4305,CUST3241,2023-01-25,378.39
ORDER4306,CUST3755,2023-08-02,22.42
ORDER4307,CUST1567,2023-01-19,198.07
ORDER4308,CUST1202,2023-03-07,219.49
ORDER4309,CUST2307,2023-12-18,150.79
ORDER4310,CUST5151,2023-08-24,220.15
ORDER4311,CUST3802,2023-03-12,276.45
ORDER4312,CUST3489,2023-09-02,451.15
ORDER4313,CUST4376,2023-07-25,281.4
ORDER4314,CUST3335,2023-12-11,409.45
ORDER4315,CUST4246,2023-07-11,37.7
ORDER4316,CUST3636,2023-03-05,333.62
ORDER4317,CUST3896,2023-08-28,347.09
ORDER4318,CUST5636,2023-06-08,364.77
ORDER4319,CUST2171,2023-10-06,304.07
ORDER4320,CUST2469,2023-05-07,470.81
ORDER4321,CUST4094,2023-11-14,413.99
ORDER4322,CUST2684,2023-07-31,452.35
ORDER4323,CUST2698,2023-12-08,338.61
ORDER4324,CUST1855,2023-08-20,327.82
ORDER4325,CUST1339,2023-02-08,333.1
ORDER4326,CUST3825,2023-08-26,494.58
ORDER4327,CUST2131,2023-10-12,334.19
ORDER4328,CUST3317,2023-03-04,313.53
ORDER4329,CUST1106,2023-01-21,258.46
ORDER4330,CUST5061,2023-02-18,354.17
ORDER4331,CUST1002,2023-11-23,384.19
ORDER4332,CUST5403,2023-03-02,201.5
ORDER4333,CUST3508,2023-02-16,393.64
ORDER4334,CUST1055,2023-09-16,324.94
ORDER4335,CUST5736,2023-09-08,360.75
ORDER4336,CUST1344,2023-07-18,480.17
ORDER4337,CUST3647,2023-01-17,438.63
ORDER4338,CUST2615,2023-05-21,362.21
ORDER4339,CUST5821,2023-05-05,464.22
ORDER4340,CUST1148,2023-11-14,436.05
ORDER4341,CUST5921,2023-10-18,306.08
ORDER4342,CUST2515,2023-11-08,479.09
ORDER4343,CUST4692,2023-08-08,24.48
ORDER4344,CUST2530,2023-02-02,237.49
ORDER4345,CUST2167,2023-11-13,345.87
ORDER4346,CUST4142,2023-03-15,403.79
ORDER4347,CUST2397,2023-10-07,254.74
ORDER4348,CUST2064,2023-09-15,293.41
ORDER4349,CUST1723,2023-03-02,48.97
ORDER4350,CUST3501,2023-01-04,100.55
ORDER4351,CUST3557,2023-03-18,284.42
ORDER4352,CUST3272,2023-05-26,345.9
ORDER4353,CUST2673,2023-09-05,54.91
ORDER4354,CUST1014,2023-08-02,341.62
ORDER4355,CUST5967,2023-08-12,180.86
ORDER4356,CUST2298,2023-02-13,236.55
ORDER4357,CUST4413,2023-01-15,398.87
ORDER4358,CUST2540,2023-04-17,171.45
ORDER4359,CUST4291,2023-02-26,494.62
ORDER4360,CUST3100,2023-07-09,304.43
ORDER4361,CUST4130,2023-10-29,393.57
ORDER4362,CUST4614,2023-03-07,171.28
ORDER4363,CUST1905,2023-10-25,307.13
ORDER4364,CUST3523,2023-05-02,422.06
ORDER4365,CUST5571,2023-09-01,418.34
ORDER4366,CUST1184,2023-01-08,424.0
ORDER4367,CUST1118,2023-01-02,295.08
ORDER4368,CUST4860,2023-11-30,307.67
ORDER4369,CUST2287,2023-04-05,136.57
ORDER4370,CUST5551,2023-09-02,402.76
ORDER4371,CUST4095,2023-02-02,107.24
ORDER4372,CUST1608,2023-01-16,137.22
ORDER4373,CUST2691,2023-02-03,194.73
ORDER4374,CUST3220,2023-06-18,42.75
ORDER4375,CUST3589,2023-09-24,251.37
ORDER4376,CUST3052,2023-12-04,333.67
ORDER4377,CUST2139,2023-03-23,96.64
ORDER4378,CUST3406,2023-04-15,431.06
ORDER4379,CUST2760,2023-04-13,448.48
ORDER4380,CUST5153,2023-10-20,166.69
ORDER4381,CUST3485,2023-09-09,492.38
ORDER4382,CUST1443,2023-03-16,363.96
ORDER4383,CUST1575,2023-09-06,50.17
ORDER4384,CUST4096,2023-02-28,390.83
ORDER4385,CUST5651,2023-06-05,378.39
ORDER4386,CUST4750,2023-04-16,346.51
ORDER4387,CUST4215,2023-05-21,454.54
ORDER4388,CUST4064,2023-05-23,44.49
ORDER4389,CUST1647,2023-10-04,38.1
ORDER4390,CUST3035,2023-09-06,351.47
ORDER4391,CUST5516,2023-03-15,281.95
ORDER4392,CUST5140,2023-01-10,493.56
ORDER4393,CUST2570,2023-11-02,263.19
ORDER4394,CUST4961,2023-11-23,168.81
ORDER4395,CUST5542,2023-08-04,81.16
ORDER4396,CUST4708,2023-12-10,46.22
ORDER4397,CUST3986,2023-08-30,237.09
ORDER4398,CUST3515,2023-08-16,265.53
ORDER4399,CUST3048,2023-06-23,456.38
ORDER4400,CUST2245,2023-05-10,451.95
ORDER4401,CUST2721,2023-12-10,204.15
ORDER4402,CUST1977,2023-07-27,112.46
ORDER4403,CUST1631,2023-06-01,34.0
ORDER4404,CUST2157,2023-11-18,157.57
ORDER4405,CUST3227,2023-03-24,417.05
ORDER4406,CUST1022,2023-12-11,340.65
ORDER4407,CUST5781,2023-06-06,31.73
ORDER4408,CUST2970,2023-12-08,265.38
ORDER4409,CUST5764,2023-10-03,464.69
ORDER4410,CUST2202,2023-07-03,83.97
ORDER4411,CUST1549,2023-09-20,496.2
ORDER4412,CUST5372,2023-07-12,195.32
ORDER4413,CUST1042,2023-02-27,60.95
ORDER4414,CUST2641,2023-04-20,334.97
ORDER4415,CUST2494,2023-06-11,481.98
ORDER4416,CUST3362,2023-02-24,258.94
ORDER4417,CUST3040,2023-10-20,413.56
ORDER4418,CUST1030,2023-05-09,50.98
ORDER4419,CUST1888,2023-12-24,105.94
ORDER4420,CUST2514,2023-06-25,156.79
ORDER4421,CUST5515,2023-06-09,112.39
ORDER4422,CUST3622,2023-11-25,214.47
ORDER4423,CUST3846,2023-05-23,66.83
ORDER4424,CUST1423,2023-09-01,343.86
ORDER4425,CUST5842,2023-07-06,126.61
ORDER4426,CUST2746,2023-01-22,174.23
ORDER4427,CUST5731,2023-10-17,428.32
ORDER4428,CUST5492,2023-12-21,438.05
ORDER4429,CUST2237,2023-10-09,54.29
ORDER4430,CUST3546,2023-02-01,357.89
ORDER4431,CUST2365,2023-10-03,441.76
ORDER4432,CUST4754,2023-08-08,422.45
ORDER4433,CUST2686,2023-01-03,364.47
ORDER4434,CUST1975,2023-05-11,108.98
ORDER4435,CUST5380,2023-02-21,143.97
ORDER4436,CUST2628,2023-02-08,477.47
ORDER4437,CUST5815,2023-09-21,407.77
ORDER4438,CUST5136,2023-08-10,48.71
ORDER4439,CUST2618,2023-03-10,87.18
ORDER4440,CUST2944,2023-05-09,349.37
ORDER4441,CUST2563,2023-06-11,206.48
ORDER4442,CUST5020,2023-02-04,168.41
ORDER4443,CUST5499,2023-06-30,195.34
ORDER4444,CUST1624,2023-08-19,418.79
ORDER4445,CUST2806,2023-10-24,366.37
ORDER4446,CUST3319,2023-11-01,97.14
ORDER4447,CUST4556,2023-12-05,264.22
ORDER4448,CUST3093,2023-12-27,229.97
ORDER4449,CUST3503,2023-10-03,285.31
ORDER4450,CUST1776,2023-05-20,250.22
ORDER4451,CUST2867,2023-01-18,326.64
ORDER4452,CUST3339,2023-04-29,256.47
ORDER4453,CUST1959,2023-02-21,187.96
ORDER4454,CUST4852,2023-02-07,497.55
ORDER4455,CUST3008,2023-12-23,488.28
ORDER4456,CUST2648,2023-11-04,383.28
ORDER4457,CUST3414,2023-09-30,403.17
ORDER4458,CUST2081,2023-09-17,282.29
ORDER4459,CUST1393,2023-10-27,183.45
ORDER4460,CUST1074,2023-03-23,276.51
ORDER4461,CUST3748,2023-11-29,246.26
ORDER4462,CUST5464,2023-11-08,310.6
ORDER4463,CUST1381,2023-06-04,481.4
ORDER4464,CUST4922,2023-07-26,208.93
ORDER4465,CUST5979,2023-06-20,123.46
ORDER4466,CUST3370,2023-11-02,290.46
ORDER4467,CUST2085,2023-10-03,133.67
ORDER4468,CUST1170,2023-06-23,436.44
ORDER4469,CUST1996,2023-12-16,368.13
ORDER4470,CUST1548,2023-10-11,60.55
ORDER4471,CUST1657,2023-12-10,203.31
ORDER4472,CUST1566,2023-10-15,39.31
ORDER4473,CUST5347,2023-07-12,143.13
ORDER4474,CUST1509,2023-08-29,292.27
ORDER4475,CUST3994,2023-01-30,354.97
ORDER4476,CUST2844,2023-12-23,340.56
ORDER4477,CUST3161,2023-12-13,86.53
ORDER4478,CUST2538,2023-08-23,451.49
ORDER4479,CUST3691,2023-10-28,393.19
ORDER4480,CUST4927,2023-12-07,327.04
ORDER4481,CUST4546,2023-09-28,69.15
ORDER4482,CUST4449,2023-03-13,473.66
ORDER4483,CUST1984,2023-02-08,170.51
ORDER4484,CUST4486,2023-02-11,162.71
ORDER4485,CUST1755,2023-04-14,321.83
ORDER4486,CUST3315,2023-11-06,472.85
ORDER4487,CUST4097,2023-02-23,358.72
ORDER4488,CUST4075,2023-01-09,495.29
ORDER4489,CUST3315,2023-06-15,311.9
ORDER4490,CUST4881,2023-10-14,315.56
ORDER4491,CUST4751,2023-11-25,268.93
ORDER4492,CUST5167,2023-05-24,419.19
ORDER4493,CUST2390,2023-09-04,266.54
ORDER4494,CUST3122,2023-09-14,333.12
ORDER4495,CUST1991,2023-10-13,41.17
ORDER4496,CUST5663,2023-05-19,437.99
ORDER4497,CUST4406,2023-12-28,84.58
ORDER4498,CUST1462,2023-09-26,382.55
ORDER4499,CUST2021,2023-01-14,320.26
ORDER4500,CUST2425,2023-10-28,195.29
ORDER4501,CUST1267,2023-03-01,344.25
ORDER4502,CUST5366,2023-01-08,388.68
ORDER4503,CUST1852,2023-10-30,66.67
ORDER4504,CUST4810,2023-01-05,55.44
ORDER4505,CUST4757,2023-11-19,22.32
ORDER4506,CUST4162,2023-03-15,261.77
ORDER4507,CUST2231,2023-03-20,429.81
ORDER4508,CUST1578,2023-09-27,71.83
ORDER4509,CUST4449,2023-05-11,473.06
ORDER4510,CUST4595,2023-05-22,201.87
ORDER4511,CUST3054,2023-08-31,128.89
ORDER4512,CUST5037,2023-09-30,356.63
ORDER4513,CUST1591,2023-08-27,214.86
ORDER4514,CUST3323,2023-03-08,219.91
ORDER4515,CUST2213,2023-03-18,316.39
ORDER4516,CUST1921,2023-01-15,155.35
ORDER4517,CUST4879,2023-11-14,375.3
ORDER4518,CUST4527,2023-07-23,117.51
ORDER4519,CUST2855,2023-11-08,310.94
ORDER4520,CUST5771,2023-10-15,437.46
ORDER4521,CUST1688,2023-05-02,359.12
ORDER4522,CUST2090,2023-03-29,235.09
ORDER4523,CUST1453,2023-11-05,323.22
ORDER4524,CUST4651,2023-04-15,20.27
ORDER4525,CUST5137,2023-12-30,190.04
ORDER4526,CUST5948,2023-05-26,333.3
ORDER4527,CUST5188,2023-06-10,453.22
ORDER4528,CUST1041,2023-08-03,228.53
ORDER4529,CUST2545,2023-01-19,382.4
ORDER4530,CUST3273,2023-08-28,456.28
ORDER4531,CUST2912,2023-12-27,241.45
ORDER4532,CUST1005,2023-08-10,54.49
ORDER4533,CUST2391,2023-12-16,53.99
ORDER4534,CUST2608,2023-05-21,41.66
ORDER4535,CUST3857,2023-09-10,381.66
ORDER4536,CUST1377,2023-04-10,38.4
ORDER4537,CUST4014,2023-08-25,378.19
ORDER4538,CUST3250,2023-12-27,321.01
ORDER4539,CUST2040,2023-05-01,137.89
ORDER4540,CUST1711,2023-04-09,59.1
ORDER4541,CUST3699,2023-07-13,422.36
ORDER4542,CUST3702,2023-08-04,373.91
ORDER4543,CUST2794,2023-11-05,255.06
ORDER4544,CUST4807,2023-12-07,481.65
ORDER4545,CUST4703,2023-06-17,159.95
ORDER4546,CUST3783,2023-03-29,394.48
ORDER4547,CUST3141,2023-07-31,121.58
ORDER4548,CUST4916,2023-09-26,82.94
ORDER4549,CUST1014,2023-11-27,426.43
ORDER4550,CUST3472,2023-05-27,468.56
ORDER4551,CUST2084,2023-04-21,167.56
ORDER4552,CUST4048,2023-09-07,208.56
ORDER4553,CUST3853,2023-08-27,443.12
ORDER4554,CUST5626,2023-12-22,354.51
ORDER4555,CUST5197,2023-01-24,385.46
ORDER4556,CUST4325,2023-07-05,485.94
ORDER4557,CUST4962,2023-05-17,175.61
ORDER4558,CUST3548,2023-07-08,112.19
ORDER4559,CUST1705,2023-10-09,317.68
ORDER4560,CUST2460,2023-08-12,131.29
ORDER4561,CUST1822,2023-07-20,353.28
ORDER4562,CUST3030,2023-02-19,457.53
ORDER4563,CUST1131,2023-07-12,40.99
ORDER4564,CUST5715,2023-04-22,454.87
ORDER4565,CUST2939,2023-07-27,478.85
ORDER4566,CUST1682,2023-06-24,361.01
ORDER4567,CUST3163,2023-05-11,284.62
ORDER4568,CUST5817,2023-04-06,258.84
ORDER4569,CUST3815,2023-12-25,22.04
ORDER4570,CUST1382,2023-07-12,197.63
ORDER4571,CUST3834,2023-04-15,281.96
ORDER4572,CUST5102,2023-09-11,355.63
ORDER4573,CUST3089,2023-04-04,476.94
ORDER4574,CUST5361,2023-04-04,429.85
ORDER4575,CUST3290,2023-05-07,333.91
ORDER4576,CUST5891,2023-11-10,179.33
ORDER4577,CUST2135,2023-01-20,237.14
ORDER4578,CUST4204,2023-05-28,479.91
ORDER4579,CUST1502,2023-09-08,314.81
ORDER4580,CUST1314,2023-01-15,208.27
ORDER4581,CUST4864,2023-10-19,264.27
ORDER4582,CUST2088,2023-03-13,308.92
ORDER4583,CUST2934,2023-03-10,402.36
ORDER4584,CUST4556,2023-05-12,281.94
ORDER4585,CUST3462,2023-09-15,246.39
ORDER4586,CUST1421,2023-08-03,309.64
ORDER4587,CUST2262,2023-10-22,476.14
ORDER4588,CUST5945,2023-04-16,97.41
ORDER4589,CUST3809,2023-01-25,389.91
ORDER4590,CUST3605,2023-12-01,260.97
ORDER4591,CUST4435,2023-02-16,50.26
ORDER4592,CUST2238,2023-11-22,400.79
ORDER4593,CUST3242,2023-01-19,136.3
ORDER4594,CUST2332,2023-09-10,485.35
ORDER4595,CUST2669,2023-10-25,439.17
ORDER4596,CUST2416,2023-02-16,296.3
ORDER4597,CUST4473,2023-06-24,169.72
ORDER4598,CUST4604,2023-01-26,246.98
ORDER4599,CUST2349,2023-09-09,422.67
ORDER4600,CUST5966,2023-10-20,357.38
ORDER4601,CUST5915,2023-11-21,207.28
ORDER4602,CUST3967,2023-08-01,360.29
ORDER4603,CUST2617,2023-11-05,451.45
ORDER4604,CUST3283,2023-06-12,387.45
ORDER4605,CUST5834,2023-12-17,105.55
ORDER4606,CUST2640,2023-07-12,321.66
ORDER4607,CUST1917,2023-04-27,424.55
ORDER4608,CUST3444,2023-08-26,357.61
ORDER4609,CUST3374,2023-12-13,285.58
ORDER4610,CUST1134,2023-12-29,381.99
ORDER4611,CUST3104,2023-06-24,274.71
ORDER4612,CUST5777,2023-07-03,43.13
ORDER4613,CUST5294,2023-11-18,460.01
ORDER4614,CUST2161,2023-02-13,427.61
ORDER4615,CUST3014,2023-03-14,351.47
ORDER4616,CUST5884,2023-08-24,310.48
ORDER4617,CUST1074,2023-08-18,308.3
ORDER4618,CUST3097,2023-09-26,22.73
ORDER4619,CUST3165,2023-03-28,361.77
ORDER4620,CUST5415,2023-05-01,428.95
ORDER4621,CUST4530,2023-01-27,181.04
ORDER4622,CUST5483,2023-01-19,123.49
ORDER4623,CUST2044,2023-06-30,21.88
ORDER4624,CUST4362,2023-11-08,490.78
ORDER4625,CUST4035,2023-01-02,488.32
ORDER4626,CUST4552,2023-06-04,44.08
ORDER4627,CUST4586,2023-04-23,495.05
ORDER4628,CUST5863,2023-03-25,103.88
ORDER4629,CUST2997,2023-03-18,483.38
ORDER4630,CUST1131,2023-07-10,61.94
ORDER4631,CUST1440,2023-01-13,314.65
ORDER4632,CUST4466,2023-10-26,61.62
ORDER4633,CUST4898,2023-06-30,41.89
ORDER4634,CUST5063,2023-06-18,103.04
ORDER4635,CUST2583,2023-08-05,245.18
ORDER4636,CUST3275,2023-04-19,374.53
ORDER4637,CUST1757,2023-08-01,452.23
ORDER4638,CUST5912,2023-09-28,427.4
ORDER4639,CUST1695,2023-02-11,234.53
ORDER4640,CUST1138,2023-10-10,311.98
ORDER4641,CUST4795,2023-05-07,418.5
ORDER4642,CUST2089,2023-04-19,360.89
ORDER4643,CUST2186,2023-01-30,54.96
ORDER4644,CUST3437,2023-03-17,314.87
ORDER4645,CUST2674,2023-02-06,264.54
ORDER4646,CUST5453,2023-06-30,310.14
ORDER4647,CUST2223,2023-10-25,351.56
ORDER4648,CUST4199,2023-05-04,107.04
ORDER4649,CUST4557,2023-04-03,409.75
ORDER4650,CUST3582,2023-10-27,452.67
ORDER4651,CUST5881,2023-10-09,270.06
ORDER4652,CUST1446,2023-08-13,326.9
ORDER4653,CUST4207,2023-10-07,63.45
ORDER4654,CUST3711,2023-01-24,252.59
ORDER4655,CUST5706,2023-08-28,235.52
ORDER4656,CUST4655,2023-03-28,488.02
ORDER4657,CUST2632,2023-03-30,380.69
ORDER4658,CUST2055,2023-04-27,78.19
ORDER4659,CUST5949,2023-07-06,235.41
ORDER4660,CUST2862,2023-09-18,472.79
ORDER4661,CUST1356,2023-02-24,323.63
ORDER4662,CUST5885,2023-05-09,37.42
ORDER4663,CUST5537,2023-12-31,267.7
ORDER4664,CUST5405,2023-03-06,178.42
ORDER4665,CUST3150,2023-02-05,61.3
ORDER4666,CUST4556,2023-07-01,495.68
ORDER4667,CUST1121,2023-05-31,329.43
ORDER4668,CUST1783,2023-06-19,329.71
ORDER4669,CUST3872,2023-11-18,442.46
ORDER4670,CUST5549,2023-10-13,243.29
ORDER4671,CUST4251,2023-03-03,486.84
ORDER4672,CUST4217,2023-06-13,167.74
ORDER4673,CUST4718,2023-09-09,282.21
ORDER4674,CUST3926,2023-02-05,489.69
ORDER4675,CUST2503,2023-04-09,437.37
ORDER4676,CUST1841,2023-08-13,496.34
ORDER4677,CUST2956,2023-11-24,243.66
ORDER4678,CUST3837,2023-03-28,133.41
ORDER4679,CUST2899,2023-08-30,467.9
ORDER4680,CUST5781,2023-07-07,348.61
ORDER4681,CUST2188,2023-02-03,455.48
ORDER4682,CUST5518,2023-09-23,32.75
ORDER4683,CUST3062,2023-07-10,382.98
ORDER4684,CUST3596,2023-07-23,95.07
ORDER4685,CUST1836,2023-12-02,451.52
ORDER4686,CUST5370,2023-07-14,423.41
ORDER4687,CUST4168,2023-02-27,188.67
ORDER4688,CUST3997,2023-08-02,452.91
ORDER4689,CUST4841,2023-04-25,265.99
ORDER4690,CUST4682,2023-01-01,481.62
ORDER4691,CUST5316,2023-08-05,341.9
ORDER4692,CUST2295,2023-08-05,289.74
ORDER4693,CUST5324,2023-10-28,164.53
ORDER4694,CUST4585,2023-02-16,124.7
ORDER4695,CUST5654,2023-05-27,327.82
ORDER4696,CUST4847,2023-03-06,279.84
ORDER4697,CUST3549,2023-05-20,259.12
ORDER4698,CUST3631,2023-12-13,403.54
ORDER4699,CUST2053,2023-01-23,271.96
ORDER4700,CUST3858,2023-02-01,333.94
ORDER4701,CUST3846,2023-05-05,52.33
ORDER4702,CUST2866,2023-01-12,248.46
ORDER4703,CUST2340,2023-03-26,196.97
ORDER4704,CUST5811,2023-05-29,463.9
ORDER4705,CUST1977,2023-05-07,149.63
ORDER4706,CUST3417,2023-05-13,24.86
ORDER4707,CUST5997,2023-08-24,108.49
ORDER4708,CUST1888,2023-09-10,60.13
ORDER4709,CUST3885,2023-11-15,431.06
ORDER4710,CUST4229,2023-05-03,478.79
ORDER4711,CUST3452,2023-04-25,138.4
ORDER4712,CUST1039,2023-07-19,284.21
ORDER4713,CUST3224,2023-07-24,166.6
ORDER4714,CUST1380,2023-11-28,457.82
ORDER4715,CUST5648,2023-11-07,121.08
ORDER4716,CUST1596,2023-04-08,42.46
ORDER4717,CUST2652,2023-08-01,92.12
ORDER4718,CUST1596,2023-05-26,268.26
ORDER4719,CUST2862,2023-07-20,98.24
ORDER4720,CUST1557,2023-08-25,284.39
ORDER4721,CUST1488,2023-03-13,498.18
ORDER4722,CUST2062,2023-10-09,284.66
ORDER4723,CUST3014,2023-02-06,101.75
ORDER4724,CUST4779,2023-06-25,319.88
ORDER4725,CUST3164,2023-01-20,308.87
ORDER4726,CUST3497,2023-07-02,491.25
ORDER4727,CUST4551,2023-10-04,180.69
ORDER4728,CUST1801,2023-12-24,458.83
ORDER4729,CUST3099,2023-11-19,178.59
ORDER4730,CUST3211,2023-05-24,301.43
ORDER4731,CUST5606,2023-03-19,484.34
ORDER4732,CUST5534,2023-12-01,206.1
ORDER4733,CUST1795,2023-02-24,454.24
ORDER4734,CUST4166,2023-07-10,421.23
ORDER4735,CUST5126,2023-03-26,378.12
ORDER4736,CUST2544,2023-08-08,159.39
ORDER4737,CUST4538,2023-03-10,73.53
ORDER4738,CUST2928,2023-10-06,53.94
ORDER4739,CUST1533,2023-07-24,475.99
ORDER4740,CUST4344,2023-01-22,86.23
ORDER4741,CUST3965,2023-09-26,307.95
ORDER4742,CUST1231,2023-09-17,406.08
ORDER4743,CUST5768,2023-07-02,419.09
ORDER4744,CUST5376,2023-09-24,24.16
ORDER4745,CUST3543,2023-01-29,169.68
ORDER4746,CUST2697,2023-01-21,248.24
ORDER4747,CUST2787,2023-06-18,29.86
ORDER4748,CUST5975,2023-08-17,143.17
ORDER4749,CUST2628,2023-01-08,447.35
ORDER4750,CUST5921,2023-02-22,494.25
ORDER4751,CUST2245,2023-01-06,35.15
ORDER4752,CUST2249,2023-03-10,36.63
ORDER4753,CUST5113,2023-04-15,117.78
ORDER4754,CUST5434,2023-12-24,345.58
ORDER4755,CUST3060,2023-12-23,495.82
ORDER4756,CUST3340,2023-01-20,216.23
ORDER4757,CUST1906,2023-09-21,134.71
ORDER4758,CUST5970,2023-05-09,317.29
ORDER4759,CUST5576,2023-07-10,492.26
ORDER4760,CUST3108,2023-06-07,269.93
ORDER4761,CUST1326,2023-03-05,432.86
ORDER4762,CUST2085,2023-04-25,294.09
ORDER4763,CUST4447,2023-11-15,38.59
ORDER4764,CUST1116,2023-10-26,362.9
ORDER4765,CUST4404,2023-08-26,111.84
ORDER4766,CUST2192,2023-12-21,252.4
ORDER4767,CUST3424,2023-02-03,162.38
ORDER4768,CUST1487,2023-04-28,359.45
ORDER4769,CUST2603,2023-01-12,399.56
ORDER4770,CUST2939,2023-05-11,237.95
ORDER4771,CUST2871,2023-11-27,265.22
ORDER4772,CUST1841,2023-09-10,477.85
ORDER4773,CUST5412,2023-04-18,126.33
ORDER4774,CUST3214,2023-01-06,368.09
ORDER4775,CUST3085,2023-12-22,147.41
ORDER4776,CUST3106,2023-05-24,215.42
ORDER4777,CUST3808,2023-10-03,367.05
ORDER4778,CUST3515,2023-05-10,382.24
ORDER4779,CUST4672,2023-02-26,240.4
ORDER4780,CUST5173,2023-02-03,96.58
ORDER4781,CUST1844,2023-11-04,457.41
ORDER4782,CUST5659,2023-08-28,182.61
ORDER4783,CUST4445,2023-06-19,451.54
ORDER4784,CUST4099,2023-05-21,228.24
ORDER4785,CUST1482,2023-01-08,131.04
ORDER4786,CUST1045,2023-07-05,233.43
ORDER4787,CUST4557,2023-12-07,254.74
ORDER4788,CUST1259,2023-05-16,106.01
ORDER4789,CUST3854,2023-07-05,471.72
ORDER4790,CUST5223,2023-09-06,205.29
ORDER4791,CUST3970,2023-03-06,353.55
ORDER4792,CUST2482,2023-10-18,482.05
ORDER4793,CUST2863,2023-07-22,212.32
ORDER4794,CUST5720,2023-03-09,305.97
ORDER4795,CUST5742,2023-11-20,79.65
ORDER4796,CUST1310,2023-01-20,364.38
ORDER4797,CUST5468,2023-09-03,355.16
ORDER4798,CUST5622,2023-07-02,204.71
ORDER4799,CUST1584,2023-04-06,117.24
ORDER4800,CUST4004,2023-06-19,239.08
ORDER4801,CUST2480,2023-02-05,323.12
ORDER4802,CUST3332,2023-09-16,73.92
ORDER4803,CUST4967,2023-06-04,366.14
ORDER4804,CUST1682,2023-01-06,492.22
ORDER4805,CUST5349,2023-04-06,375.67
ORDER4806,CUST1588,2023-02-21,195.22
ORDER4807,CUST3858,2023-11-21,119.23
ORDER4808,CUST2709,2023-12-01,308.02
ORDER4809,CUST1778,2023-11-06,468.5
ORDER4810,CUST2499,2023-03-07,494.69
ORDER4811,CUST5843,2023-04-06,167.81
ORDER4812,CUST2548,2023-10-25,206.04
ORDER4813,CUST5111,2023-01-04,66.9
ORDER4814,CUST1400,2023-09-26,275.13
ORDER4815,CUST1016,2023-05-24,66.04
ORDER4816,CUST2808,2023-10-12,295.78
ORDER4817,CUST3179,2023-10-20,335.83
ORDER4818,CUST5367,2023-10-30,131.97
ORDER4819,CUST5608,2023-05-20,461.77
ORDER4820,CUST1338,2023-02-06,499.63
ORDER4821,CUST2239,2023-10-06,92.73
ORDER4822,CUST3584,2023-03-20,99.88
ORDER4823,CUST2247,2023-08-11,112.2
ORDER4824,CUST3489,2023-09-15,415.51
ORDER4825,CUST2660,2023-09-29,182.27
ORDER4826,CUST4810,2023-05-21,169.68
ORDER4827,CUST2891,2023-11-20,400.06
ORDER4828,CUST2540,2023-02-17,23.25
ORDER4829,CUST5504,2023-06-06,394.59
ORDER4830,CUST4722,2023-11-13,25.78
ORDER4831,CUST2813,2023-03-12,460.29
ORDER4832,CUST5390,2023-08-26,420.68
ORDER4833,CUST1382,2023-01-08,334.03
ORDER4834,CUST4503,2023-11-28,133.16
ORDER4835,CUST2637,2023-12-24,358.08
ORDER4836,CUST4905,2023-12-02,370.11
