OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,TotalPrice
DETAIL5255,ORDER4834,PROD4376,2,52.26,104.52
DETAIL5256,ORDER5183,PROD6133,4,94.67,378.68
DETAIL5257,ORDER3277,PROD2029,2,27.56,55.12
DETAIL5258,ORDER4688,PROD2960,1,85.15,85.15
DETAIL5259,ORDER4965,PROD5065,2,16.32,32.64
DETAIL5260,ORDER7444,PROD6520,4,22.93,91.72
DETAIL5261,ORDER5494,PROD3394,1,77.47,77.47
DETAIL5262,ORDER7684,PROD2554,1,83.54,83.54
DETAIL5263,ORDER7222,PROD2256,3,33.36,100.08
DETAIL5264,ORDER4478,PROD3868,2,25.59,51.18
DETAIL5265,ORDER4193,PROD2734,3,70.87,212.61
DETAIL5266,ORDER7051,PROD2486,2,26.24,52.48
DETAIL5267,ORDER6917,PROD5953,3,85.66,256.98
DETAIL5268,ORDER6038,PROD3356,3,68.41,205.23
DETAIL5269,ORDER4355,PROD4323,1,26.15,26.15
DETAIL5270,ORDER6302,PROD3440,1,52.81,52.81
DETAIL5271,ORDER3932,PROD6269,4,10.31,41.24
DETAIL5272,ORDER4599,PROD5170,4,75.83,303.32
DETAIL5273,ORDER6297,PROD5538,1,85.59,85.59
DETAIL5274,ORDER7869,PROD6190,2,15.96,31.92
DETAIL5275,ORDER5384,PROD6746,1,23.28,23.28
DETAIL5276,ORDER4375,PROD4365,4,39.76,159.04
DETAIL5277,ORDER7455,PROD5932,2,97.47,194.94
DETAIL5278,ORDER5250,PROD5908,3,28.27,84.81
DETAIL5279,ORDER3022,PROD4370,1,57.51,57.51
DETAIL5280,ORDER6715,PROD4039,2,57.37,114.74
DETAIL5281,ORDER7084,PROD2796,4,59.93,239.72
DETAIL5282,ORDER5893,PROD6294,4,54.32,217.28
DETAIL5283,ORDER4605,PROD4555,3,92.66,277.98
DETAIL5284,ORDER5510,PROD4843,4,69.1,276.4
DETAIL5285,ORDER5926,PROD3362,2,54.37,108.74
DETAIL5286,ORDER6166,PROD5364,4,30.8,123.2
DETAIL5287,ORDER3562,PROD5684,4,70.03,280.12
DETAIL5288,ORDER5453,PROD2173,3,92.86,278.58
DETAIL5289,ORDER5170,PROD5140,4,81.06,324.24
DETAIL5290,ORDER3214,PROD3763,1,93.36,93.36
DETAIL5291,ORDER7927,PROD4410,4,93.18,372.72
DETAIL5292,ORDER5611,PROD4773,1,11.7,11.7
DETAIL5293,ORDER6537,PROD2649,1,76.47,76.47
DETAIL5294,ORDER7841,PROD6470,3,79.36,238.08
DETAIL5295,ORDER7647,PROD5948,3,63.36,190.08
DETAIL5296,ORDER4547,PROD3133,1,13.44,13.44
DETAIL5297,ORDER6799,PROD6297,1,82.22,82.22
DETAIL5298,ORDER5944,PROD4407,2,10.51,21.02
DETAIL5299,ORDER4550,PROD6848,3,17.27,51.81
DETAIL5300,ORDER6953,PROD3742,3,57.0,171.0
DETAIL5301,ORDER6629,PROD4265,1,52.13,52.13
DETAIL5302,ORDER7047,PROD3343,2,96.22,192.44
DETAIL5303,ORDER6503,PROD5612,3,62.63,187.89
DETAIL5304,ORDER4012,PROD3415,2,36.88,73.76
DETAIL5305,ORDER5565,PROD4654,3,32.24,96.72
DETAIL5306,ORDER5065,PROD6776,2,76.91,153.82
DETAIL5307,ORDER4730,PROD6603,3,73.4,220.2
DETAIL5308,ORDER6231,PROD2843,4,31.64,126.56
DETAIL5309,ORDER5510,PROD3242,1,72.73,72.73
DETAIL5310,ORDER5248,PROD4079,3,93.21,279.63
DETAIL5311,ORDER6274,PROD2743,3,62.34,187.02
DETAIL5312,ORDER6833,PROD2960,2,85.15,170.3
DETAIL5313,ORDER4797,PROD2538,4,48.35,193.4
DETAIL5314,ORDER7196,PROD5144,3,70.83,212.49
DETAIL5315,ORDER6060,PROD4468,1,53.52,53.52
DETAIL5316,ORDER6914,PROD4943,4,59.6,238.4
DETAIL5317,ORDER7108,PROD6511,3,12.02,36.06
DETAIL5318,ORDER4650,PROD5838,3,79.46,238.38
DETAIL5319,ORDER7460,PROD2571,2,13.95,27.9
DETAIL5320,ORDER4067,PROD6233,4,13.99,55.96
DETAIL5321,ORDER4083,PROD6209,2,99.0,198.0
DETAIL5322,ORDER6165,PROD2115,1,76.72,76.72
DETAIL5323,ORDER6739,PROD3701,1,38.41,38.41
DETAIL5324,ORDER4502,PROD4212,3,64.68,194.04
DETAIL5325,ORDER5752,PROD2470,2,77.77,155.54
DETAIL5326,ORDER6129,PROD6216,3,55.99,167.97
DETAIL5327,ORDER7164,PROD4850,2,65.23,130.46
DETAIL5328,ORDER6536,PROD6305,2,41.27,82.54
DETAIL5329,ORDER7822,PROD4535,2,59.79,119.58
DETAIL5330,ORDER6476,PROD3531,4,79.75,319.0
DETAIL5331,ORDER7461,PROD4194,4,32.47,129.88
DETAIL5332,ORDER5535,PROD4154,1,37.87,37.87
DETAIL5333,ORDER3447,PROD5558,1,82.36,82.36
DETAIL5334,ORDER7155,PROD2360,2,94.9,189.8
DETAIL5335,ORDER3665,PROD4926,2,56.56,113.12
DETAIL5336,ORDER3858,PROD5394,3,17.4,52.2
DETAIL5337,ORDER3622,PROD4912,1,30.49,30.49
DETAIL5338,ORDER4427,PROD5580,3,86.17,258.51
DETAIL5339,ORDER3042,PROD4256,4,15.82,63.28
DETAIL5340,ORDER5951,PROD2980,1,89.28,89.28
DETAIL5341,ORDER5896,PROD4974,3,44.67,134.01
DETAIL5342,ORDER3091,PROD6330,2,50.05,100.1
DETAIL5343,ORDER3390,PROD4773,4,11.7,46.8
DETAIL5344,ORDER6406,PROD5087,1,69.98,69.98
DETAIL5345,ORDER3751,PROD5314,3,92.22,276.66
DETAIL5346,ORDER3514,PROD4448,4,31.36,125.44
DETAIL5347,ORDER6170,PROD2529,1,40.01,40.01
DETAIL5348,ORDER4826,PROD3663,1,14.27,14.27
DETAIL5349,ORDER5658,PROD3889,3,37.55,112.65
DETAIL5350,ORDER7968,PROD6256,1,56.82,56.82
DETAIL5351,ORDER4577,PROD4597,4,81.31,325.24
DETAIL5352,ORDER6755,PROD6554,2,80.7,161.4
DETAIL5353,ORDER7426,PROD5856,2,36.86,73.72
DETAIL5354,ORDER3139,PROD2225,2,54.64,109.28
DETAIL5355,ORDER5069,PROD4683,3,66.76,200.28
DETAIL5356,ORDER6066,PROD2387,2,63.24,126.48
DETAIL5357,ORDER5227,PROD3415,1,36.88,36.88
DETAIL5358,ORDER3501,PROD6055,1,30.09,30.09
DETAIL5359,ORDER3694,PROD2466,2,21.64,43.28
DETAIL5360,ORDER5347,PROD4422,1,36.7,36.7
DETAIL5361,ORDER7254,PROD6818,4,43.4,173.6
DETAIL5362,ORDER4939,PROD5781,3,27.76,83.28
DETAIL5363,ORDER5440,PROD2014,1,61.39,61.39
DETAIL5364,ORDER6215,PROD6800,4,66.36,265.44
DETAIL5365,ORDER4052,PROD4090,3,22.5,67.5
DETAIL5366,ORDER5926,PROD3802,3,40.41,121.23
DETAIL5367,ORDER7745,PROD2590,1,93.46,93.46
DETAIL5368,ORDER7926,PROD3594,4,36.47,145.88
DETAIL5369,ORDER5538,PROD3461,2,24.39,48.78
DETAIL5370,ORDER5373,PROD6165,4,40.07,160.28
DETAIL5371,ORDER7474,PROD2075,4,85.07,340.28
DETAIL5372,ORDER7780,PROD2976,4,70.6,282.4
DETAIL5373,ORDER3334,PROD5010,2,92.03,184.06
DETAIL5374,ORDER4420,PROD6722,3,68.98,206.94
DETAIL5375,ORDER3487,PROD3002,3,32.52,97.56
DETAIL5376,ORDER7427,PROD6651,4,20.42,81.68
DETAIL5377,ORDER3935,PROD4555,3,92.66,277.98
DETAIL5378,ORDER6650,PROD6355,2,56.49,112.98
DETAIL5379,ORDER5546,PROD2213,3,80.69,242.07
DETAIL5380,ORDER5145,PROD4881,3,37.24,111.72
DETAIL5381,ORDER7727,PROD2693,4,33.19,132.76
DETAIL5382,ORDER6053,PROD2327,3,62.79,188.37
DETAIL5383,ORDER4141,PROD5060,3,53.16,159.48
DETAIL5384,ORDER3932,PROD4859,2,17.35,34.7
DETAIL5385,ORDER5465,PROD4075,2,42.49,84.98
DETAIL5386,ORDER4864,PROD5200,1,87.18,87.18
DETAIL5387,ORDER3251,PROD6807,2,63.44,126.88
DETAIL5388,ORDER3656,PROD3223,1,77.82,77.82
DETAIL5389,ORDER6162,PROD5848,3,17.46,52.38
DETAIL5390,ORDER3126,PROD3549,1,23.13,23.13
DETAIL5391,ORDER7197,PROD3121,1,87.15,87.15
DETAIL5392,ORDER6102,PROD3354,2,57.1,114.2
DETAIL5393,ORDER6149,PROD5721,3,64.39,193.17
DETAIL5394,ORDER6528,PROD3426,2,26.73,53.46
DETAIL5395,ORDER6127,PROD5295,3,23.78,71.34
DETAIL5396,ORDER4004,PROD6858,2,94.57,189.14
DETAIL5397,ORDER6381,PROD2399,1,30.84,30.84
DETAIL5398,ORDER5047,PROD6513,3,71.54,214.62
DETAIL5399,ORDER6697,PROD4460,1,84.67,84.67
DETAIL5400,ORDER6573,PROD5522,2,41.44,82.88
DETAIL5401,ORDER7044,PROD5932,3,97.47,292.41
DETAIL5402,ORDER6346,PROD6110,4,54.43,217.72
DETAIL5403,ORDER7694,PROD3775,3,39.09,117.27
DETAIL5404,ORDER3748,PROD4648,3,34.76,104.28
DETAIL5405,ORDER4116,PROD2059,1,86.6,86.6
DETAIL5406,ORDER3936,PROD2365,2,14.03,28.06
DETAIL5407,ORDER3443,PROD2605,1,36.04,36.04
DETAIL5408,ORDER4874,PROD5587,4,52.4,209.6
DETAIL5409,ORDER5122,PROD2084,4,68.38,273.52
DETAIL5410,ORDER7462,PROD6241,1,49.23,49.23
DETAIL5411,ORDER6556,PROD2030,4,48.39,193.56
DETAIL5412,ORDER7687,PROD4303,3,14.21,42.63
DETAIL5413,ORDER4770,PROD6697,4,33.92,135.68
DETAIL5414,ORDER4839,PROD3879,3,26.76,80.28
DETAIL5415,ORDER3873,PROD5543,3,68.75,206.25
DETAIL5416,ORDER4588,PROD6369,4,58.04,232.16
DETAIL5417,ORDER7921,PROD3909,1,50.7,50.7
DETAIL5418,ORDER7002,PROD5695,4,31.17,124.68
DETAIL5419,ORDER4194,PROD6505,2,82.02,164.04
DETAIL5420,ORDER6750,PROD6871,4,39.86,159.44
DETAIL5421,ORDER6951,PROD2005,1,73.66,73.66
DETAIL5422,ORDER5506,PROD4620,3,67.88,203.64
DETAIL5423,ORDER4357,PROD6115,4,56.04,224.16
DETAIL5424,ORDER5372,PROD6176,3,64.22,192.66
DETAIL5425,ORDER7758,PROD3901,3,42.63,127.89
DETAIL5426,ORDER7718,PROD3056,2,54.64,109.28
DETAIL5427,ORDER3495,PROD3037,4,93.12,372.48
DETAIL5428,ORDER5903,PROD3944,2,83.97,167.94
DETAIL5429,ORDER7348,PROD6234,1,60.81,60.81
DETAIL5430,ORDER5991,PROD2878,1,56.06,56.06
DETAIL5431,ORDER4343,PROD2056,2,44.09,88.18
DETAIL5432,ORDER3702,PROD5331,3,71.47,214.41
DETAIL5433,ORDER4189,PROD6102,2,90.02,180.04
DETAIL5434,ORDER4886,PROD6918,4,74.33,297.32
DETAIL5435,ORDER3032,PROD3932,4,25.43,101.72
DETAIL5436,ORDER5674,PROD3694,2,47.07,94.14
DETAIL5437,ORDER4216,PROD5659,4,40.14,160.56
DETAIL5438,ORDER5948,PROD2483,1,84.76,84.76
DETAIL5439,ORDER4538,PROD2688,3,14.09,42.27
DETAIL5440,ORDER7446,PROD5325,1,88.33,88.33
DETAIL5441,ORDER6141,PROD4141,1,61.02,61.02
DETAIL5442,ORDER7592,PROD6728,1,91.27,91.27
DETAIL5443,ORDER6775,PROD5921,4,89.55,358.2
DETAIL5444,ORDER7157,PROD5044,3,55.45,166.35
DETAIL5445,ORDER6874,PROD6782,3,30.97,92.91
DETAIL5446,ORDER6063,PROD2886,2,60.21,120.42
DETAIL5447,ORDER4057,PROD2297,1,44.82,44.82
DETAIL5448,ORDER4278,PROD4979,3,26.72,80.16
DETAIL5449,ORDER5792,PROD5967,3,53.03,159.09
DETAIL5450,ORDER3906,PROD2611,3,88.3,264.9
DETAIL5451,ORDER4482,PROD4561,4,95.48,381.92
DETAIL5452,ORDER7136,PROD3309,4,39.54,158.16
DETAIL5453,ORDER3351,PROD6063,3,47.52,142.56
DETAIL5454,ORDER6966,PROD2175,2,78.2,156.4
DETAIL5455,ORDER5052,PROD4392,1,73.92,73.92
DETAIL5456,ORDER6228,PROD4950,1,54.16,54.16
DETAIL5457,ORDER5306,PROD4810,1,96.26,96.26
DETAIL5458,ORDER6748,PROD3358,1,74.77,74.77
DETAIL5459,ORDER6796,PROD2555,3,62.99,188.97
DETAIL5460,ORDER3129,PROD2838,1,59.0,59.0
DETAIL5461,ORDER7840,PROD6334,2,34.05,68.1
DETAIL5462,ORDER6772,PROD6745,2,64.53,129.06
DETAIL5463,ORDER6506,PROD4307,2,84.01,168.02
DETAIL5464,ORDER4777,PROD5839,4,60.95,243.8
DETAIL5465,ORDER7257,PROD2871,1,71.47,71.47
DETAIL5466,ORDER7960,PROD6540,3,38.6,115.8
DETAIL5467,ORDER5134,PROD5258,4,89.59,358.36
DETAIL5468,ORDER3165,PROD5517,3,60.2,180.6
DETAIL5469,ORDER7751,PROD4128,2,12.62,25.24
DETAIL5470,ORDER7751,PROD4732,3,84.51,253.53
DETAIL5471,ORDER4242,PROD5983,2,99.77,199.54
DETAIL5472,ORDER4999,PROD3703,4,57.81,231.24
DETAIL5473,ORDER5179,PROD4520,1,66.62,66.62
DETAIL5474,ORDER3875,PROD2536,4,32.19,128.76
DETAIL5475,ORDER7282,PROD6752,3,96.7,290.1
DETAIL5476,ORDER6180,PROD3684,4,89.64,358.56
DETAIL5477,ORDER4692,PROD6664,4,86.52,346.08
DETAIL5478,ORDER7893,PROD6752,3,96.7,290.1
DETAIL5479,ORDER3927,PROD6375,3,83.14,249.42
DETAIL5480,ORDER5418,PROD3009,4,23.17,92.68
DETAIL5481,ORDER5513,PROD4119,4,14.45,57.8
DETAIL5482,ORDER3801,PROD5781,2,27.76,55.52
DETAIL5483,ORDER6004,PROD6231,1,94.35,94.35
DETAIL5484,ORDER5068,PROD2886,2,60.21,120.42
DETAIL5485,ORDER3935,PROD2074,1,75.09,75.09
DETAIL5486,ORDER7438,PROD4336,3,62.76,188.28
DETAIL5487,ORDER4493,PROD6776,3,76.91,230.73
DETAIL5488,ORDER7413,PROD5859,1,46.69,46.69
DETAIL5489,ORDER7305,PROD3945,4,93.99,375.96
DETAIL5490,ORDER5759,PROD2955,4,80.46,321.84
DETAIL5491,ORDER3305,PROD5382,3,45.78,137.34
DETAIL5492,ORDER3357,PROD6370,4,42.82,171.28
DETAIL5493,ORDER6672,PROD6502,3,17.62,52.86
DETAIL5494,ORDER4459,PROD2793,3,61.28,183.84
DETAIL5495,ORDER4363,PROD5942,2,71.11,142.22
DETAIL5496,ORDER3062,PROD6363,3,48.3,144.9
DETAIL5497,ORDER3756,PROD2863,3,61.0,183.0
DETAIL5498,ORDER4278,PROD6340,3,88.84,266.52
DETAIL5499,ORDER5842,PROD4336,2,62.76,125.52
DETAIL5500,ORDER5116,PROD4851,2,18.45,36.9
DETAIL5501,ORDER4279,PROD2004,1,92.46,92.46
DETAIL5502,ORDER4334,PROD2473,4,82.01,328.04
DETAIL5503,ORDER6988,PROD3434,2,75.0,150.0
DETAIL5504,ORDER3648,PROD2304,4,51.3,205.2
DETAIL5505,ORDER7196,PROD3874,1,30.1,30.1
DETAIL5506,ORDER6164,PROD6547,2,61.85,123.7
DETAIL5507,ORDER5912,PROD6581,3,83.06,249.18
DETAIL5508,ORDER4405,PROD4340,3,91.14,273.42
DETAIL5509,ORDER3894,PROD6374,1,19.77,19.77
DETAIL5510,ORDER6446,PROD6021,3,92.87,278.61
DETAIL5511,ORDER6269,PROD3796,2,38.22,76.44
DETAIL5512,ORDER7202,PROD4642,4,87.46,349.84
DETAIL5513,ORDER5398,PROD3559,1,11.25,11.25
DETAIL5514,ORDER6694,PROD3842,2,51.71,103.42
DETAIL5515,ORDER5207,PROD5154,2,73.24,146.48
DETAIL5516,ORDER6010,PROD2496,1,18.2,18.2
DETAIL5517,ORDER6342,PROD5573,3,42.8,128.4
DETAIL5518,ORDER4549,PROD3596,1,19.99,19.99
DETAIL5519,ORDER4309,PROD5634,2,76.24,152.48
DETAIL5520,ORDER3918,PROD5378,4,67.38,269.52
DETAIL5521,ORDER4297,PROD4157,4,72.42,289.68
DETAIL5522,ORDER6805,PROD4612,3,19.74,59.22
DETAIL5523,ORDER7778,PROD3542,1,94.06,94.06
DETAIL5524,ORDER5456,PROD6079,4,47.92,191.68
DETAIL5525,ORDER3409,PROD3736,1,96.66,96.66
DETAIL5526,ORDER3991,PROD4038,1,77.44,77.44
DETAIL5527,ORDER6982,PROD6023,2,62.8,125.6
DETAIL5528,ORDER6982,PROD4734,2,98.61,197.22
DETAIL5529,ORDER5846,PROD4928,2,73.34,146.68
DETAIL5530,ORDER5985,PROD5475,4,81.63,326.52
DETAIL5531,ORDER5594,PROD5329,2,44.88,89.76
DETAIL5532,ORDER4355,PROD3844,2,44.81,89.62
DETAIL5533,ORDER7486,PROD6550,2,31.56,63.12
DETAIL5534,ORDER7913,PROD5983,3,99.77,299.31
DETAIL5535,ORDER6669,PROD4111,3,65.15,195.45
DETAIL5536,ORDER7824,PROD4464,4,57.3,229.2
DETAIL5537,ORDER3517,PROD3096,1,71.34,71.34
DETAIL5538,ORDER7616,PROD3494,4,99.72,398.88
DETAIL5539,ORDER4230,PROD6987,1,58.42,58.42
DETAIL5540,ORDER3662,PROD4571,3,47.34,142.02
DETAIL5541,ORDER6043,PROD6309,4,93.5,374.0
DETAIL5542,ORDER4394,PROD4205,3,73.79,221.37
DETAIL5543,ORDER4937,PROD2073,2,90.45,180.9
DETAIL5544,ORDER4145,PROD6762,4,34.91,139.64
DETAIL5545,ORDER4492,PROD2097,3,12.02,36.06
DETAIL5546,ORDER6188,PROD4084,3,35.9,107.7
DETAIL5547,ORDER7473,PROD5209,4,63.53,254.12
DETAIL5548,ORDER4284,PROD2628,1,66.3,66.3
DETAIL5549,ORDER6596,PROD4055,1,41.06,41.06
DETAIL5550,ORDER3717,PROD6834,4,96.46,385.84
DETAIL5551,ORDER7973,PROD5267,4,38.25,153.0
DETAIL5552,ORDER7541,PROD4681,3,80.0,240.0
DETAIL5553,ORDER7629,PROD6102,3,90.02,270.06
DETAIL5554,ORDER6083,PROD4097,4,41.36,165.44
DETAIL5555,ORDER3422,PROD5483,4,72.02,288.08
DETAIL5556,ORDER7383,PROD6809,1,45.31,45.31
DETAIL5557,ORDER3195,PROD3526,3,30.63,91.89
DETAIL5558,ORDER7055,PROD3901,2,42.63,85.26
DETAIL5559,ORDER3528,PROD3339,2,19.19,38.38
DETAIL5560,ORDER5716,PROD5500,2,68.85,137.7
DETAIL5561,ORDER3316,PROD3902,3,25.56,76.68
DETAIL5562,ORDER4280,PROD6546,3,50.03,150.09
DETAIL5563,ORDER5035,PROD3597,3,13.82,41.46
DETAIL5564,ORDER5226,PROD2529,2,40.01,80.02
DETAIL5565,ORDER5338,PROD6279,1,68.43,68.43
DETAIL5566,ORDER5359,PROD6623,2,37.52,75.04
DETAIL5567,ORDER5454,PROD6528,3,46.3,138.9
DETAIL5568,ORDER7279,PROD3445,1,81.15,81.15
DETAIL5569,ORDER5255,PROD5866,4,34.15,136.6
DETAIL5570,ORDER3877,PROD4278,1,42.83,42.83
DETAIL5571,ORDER3013,PROD6609,2,93.67,187.34
DETAIL5572,ORDER6418,PROD5290,3,61.65,184.95
DETAIL5573,ORDER3487,PROD3373,2,30.31,60.62
DETAIL5574,ORDER3491,PROD5669,4,84.35,337.4
DETAIL5575,ORDER3819,PROD2750,2,15.62,31.24
DETAIL5576,ORDER6492,PROD3459,2,34.86,69.72
DETAIL5577,ORDER7393,PROD5293,2,29.08,58.16
DETAIL5578,ORDER3255,PROD5359,2,32.77,65.54
DETAIL5579,ORDER7851,PROD5399,3,99.81,299.43
DETAIL5580,ORDER7808,PROD5470,3,85.59,256.77
DETAIL5581,ORDER5381,PROD3147,1,62.79,62.79
DETAIL5582,ORDER5031,PROD6716,2,22.83,45.66
DETAIL5583,ORDER5211,PROD6785,4,48.78,195.12
DETAIL5584,ORDER3059,PROD3065,1,69.38,69.38
DETAIL5585,ORDER6827,PROD2041,3,95.84,287.52
DETAIL5586,ORDER5315,PROD3702,2,46.94,93.88
DETAIL5587,ORDER5163,PROD6020,1,71.78,71.78
DETAIL5588,ORDER6032,PROD6412,4,23.36,93.44
DETAIL5589,ORDER5099,PROD6465,2,41.1,82.2
DETAIL5590,ORDER5785,PROD4980,2,33.06,66.12
DETAIL5591,ORDER6983,PROD5105,2,65.06,130.12
DETAIL5592,ORDER6548,PROD5868,2,21.9,43.8
DETAIL5593,ORDER5295,PROD3894,4,14.56,58.24
DETAIL5594,ORDER4264,PROD5985,4,25.65,102.6
DETAIL5595,ORDER3545,PROD2391,1,81.43,81.43
DETAIL5596,ORDER5717,PROD3361,4,20.99,83.96
DETAIL5597,ORDER5455,PROD2416,2,94.69,189.38
DETAIL5598,ORDER7446,PROD6387,3,41.64,124.92
DETAIL5599,ORDER6913,PROD6054,3,84.14,252.42
DETAIL5600,ORDER4051,PROD3239,2,86.69,173.38
DETAIL5601,ORDER7327,PROD2839,2,78.77,157.54
DETAIL5602,ORDER5345,PROD4335,4,13.1,52.4
DETAIL5603,ORDER6254,PROD3235,1,75.56,75.56
DETAIL5604,ORDER6967,PROD3196,2,91.01,182.02
DETAIL5605,ORDER5906,PROD6736,4,74.9,299.6
DETAIL5606,ORDER5426,PROD3358,4,74.77,299.08
DETAIL5607,ORDER3760,PROD5994,4,58.89,235.56
DETAIL5608,ORDER4574,PROD5814,2,68.25,136.5
DETAIL5609,ORDER6477,PROD3707,3,85.07,255.21
DETAIL5610,ORDER5202,PROD5990,2,53.97,107.94
DETAIL5611,ORDER7015,PROD6130,2,65.02,130.04
DETAIL5612,ORDER4939,PROD5112,3,89.84,269.52
DETAIL5613,ORDER7135,PROD5964,4,54.35,217.4
DETAIL5614,ORDER5599,PROD4818,1,90.49,90.49
DETAIL5615,ORDER3656,PROD6660,4,44.0,176.0
DETAIL5616,ORDER7354,PROD3964,1,46.01,46.01
DETAIL5617,ORDER4918,PROD4125,4,80.28,321.12
DETAIL5618,ORDER5110,PROD6101,4,95.33,381.32
DETAIL5619,ORDER3118,PROD2574,2,60.9,121.8
DETAIL5620,ORDER4271,PROD6972,4,26.97,107.88
DETAIL5621,ORDER3925,PROD5247,4,44.62,178.48
DETAIL5622,ORDER6872,PROD2124,2,77.05,154.1
DETAIL5623,ORDER3167,PROD4170,4,94.81,379.24
DETAIL5624,ORDER7992,PROD2488,4,48.66,194.64
DETAIL5625,ORDER3519,PROD2379,1,18.44,18.44
DETAIL5626,ORDER3237,PROD4235,3,76.35,229.05
DETAIL5627,ORDER6282,PROD2222,2,89.19,178.38
DETAIL5628,ORDER5526,PROD4887,3,43.25,129.75
DETAIL5629,ORDER6175,PROD2290,3,52.36,157.08
DETAIL5630,ORDER3705,PROD5454,1,80.79,80.79
DETAIL5631,ORDER6655,PROD2061,2,68.47,136.94
DETAIL5632,ORDER6666,PROD5531,3,36.67,110.01
DETAIL5633,ORDER6940,PROD4164,4,70.61,282.44
DETAIL5634,ORDER5863,PROD3390,3,76.05,228.15
DETAIL5635,ORDER5069,PROD4291,1,90.6,90.6
DETAIL5636,ORDER7311,PROD3233,1,74.19,74.19
DETAIL5637,ORDER7022,PROD2290,3,52.36,157.08
DETAIL5638,ORDER4432,PROD3809,2,16.06,32.12
DETAIL5639,ORDER7977,PROD5005,4,28.15,112.6
DETAIL5640,ORDER7329,PROD6380,2,90.59,181.18
DETAIL5641,ORDER5768,PROD2212,4,75.84,303.36
DETAIL5642,ORDER7481,PROD4380,4,62.94,251.76
DETAIL5643,ORDER6249,PROD6258,3,71.98,215.94
DETAIL5644,ORDER5412,PROD6514,2,12.88,25.76
DETAIL5645,ORDER3904,PROD3712,3,92.29,276.87
DETAIL5646,ORDER5208,PROD2248,3,30.91,92.73
DETAIL5647,ORDER6852,PROD5692,4,76.65,306.6
DETAIL5648,ORDER4273,PROD6504,4,85.14,340.56
DETAIL5649,ORDER5191,PROD5347,1,83.35,83.35
DETAIL5650,ORDER3443,PROD5259,4,82.19,328.76
DETAIL5651,ORDER3927,PROD2619,1,87.15,87.15
DETAIL5652,ORDER4059,PROD6856,4,72.27,289.08
DETAIL5653,ORDER4607,PROD6082,1,42.17,42.17
DETAIL5654,ORDER7123,PROD3049,2,69.71,139.42
DETAIL5655,ORDER7829,PROD2579,4,57.62,230.48
DETAIL5656,ORDER3272,PROD6828,4,89.98,359.92
DETAIL5657,ORDER4802,PROD2484,4,18.5,74.0
DETAIL5658,ORDER6821,PROD3674,2,27.34,54.68
DETAIL5659,ORDER6537,PROD4952,4,24.73,98.92
DETAIL5660,ORDER4435,PROD3456,2,47.78,95.56
DETAIL5661,ORDER6737,PROD6269,3,10.31,30.93
DETAIL5662,ORDER6637,PROD2599,3,98.51,295.53
DETAIL5663,ORDER5548,PROD2984,1,37.72,37.72
DETAIL5664,ORDER6615,PROD2060,1,47.6,47.6
DETAIL5665,ORDER6824,PROD3617,1,75.06,75.06
DETAIL5666,ORDER5969,PROD4094,4,65.1,260.4
DETAIL5667,ORDER3818,PROD6008,2,70.69,141.38
DETAIL5668,ORDER6932,PROD5162,2,31.54,63.08
DETAIL5669,ORDER4479,PROD5762,2,80.24,160.48
DETAIL5670,ORDER4466,PROD4095,1,55.54,55.54
DETAIL5671,ORDER6503,PROD4997,2,13.6,27.2
DETAIL5672,ORDER6603,PROD4330,2,29.65,59.3
DETAIL5673,ORDER4769,PROD4485,2,61.71,123.42
DETAIL5674,ORDER4342,PROD2860,1,51.94,51.94
DETAIL5675,ORDER6793,PROD4505,4,36.34,145.36
DETAIL5676,ORDER5748,PROD3911,1,94.25,94.25
DETAIL5677,ORDER4804,PROD5842,3,35.32,105.96
DETAIL5678,ORDER3989,PROD3811,3,73.6,220.8
DETAIL5679,ORDER6742,PROD3983,1,59.58,59.58
DETAIL5680,ORDER6709,PROD5876,1,31.41,31.41
DETAIL5681,ORDER3013,PROD6855,1,31.71,31.71
DETAIL5682,ORDER6414,PROD4930,3,39.94,119.82
DETAIL5683,ORDER6845,PROD2936,2,78.68,157.36
DETAIL5684,ORDER5928,PROD3591,1,78.54,78.54
DETAIL5685,ORDER5598,PROD6853,4,73.87,295.48
DETAIL5686,ORDER7472,PROD6790,2,42.35,84.7
DETAIL5687,ORDER7375,PROD5078,1,29.88,29.88
DETAIL5688,ORDER6239,PROD5857,1,85.52,85.52
DETAIL5689,ORDER3088,PROD4068,3,11.39,34.17
DETAIL5690,ORDER7404,PROD3401,1,51.16,51.16
DETAIL5691,ORDER3874,PROD3012,2,57.84,115.68
DETAIL5692,ORDER7643,PROD6222,2,71.61,143.22
DETAIL5693,ORDER7708,PROD5127,2,13.19,26.38
DETAIL5694,ORDER4254,PROD5811,2,84.23,168.46
DETAIL5695,ORDER4638,PROD3041,3,54.46,163.38
DETAIL5696,ORDER3923,PROD6196,3,46.78,140.34
DETAIL5697,ORDER4054,PROD2272,4,41.57,166.28
DETAIL5698,ORDER4296,PROD2274,4,80.54,322.16
DETAIL5699,ORDER6909,PROD6851,4,52.65,210.6
DETAIL5700,ORDER7680,PROD2532,1,79.25,79.25
DETAIL5701,ORDER3985,PROD5775,3,55.18,165.54
DETAIL5702,ORDER5025,PROD4515,4,88.32,353.28
DETAIL5703,ORDER7484,PROD4047,2,77.01,154.02
DETAIL5704,ORDER3212,PROD6897,2,62.89,125.78
