ShipmentID,OrderID,ShipmentDate,Carrier,TrackingNumber,Status
SHIP6143,ORDER4143,2023-06-03,USPS,1Z6429284,In Transit
SHIP6144,ORDER4144,2023-11-14,DHL,1Z1088176,In Transit
SHIP6145,ORDER4145,2023-03-24,UPS,1Z3280461,Delivered
SHIP6146,ORDER4146,2023-07-04,DHL,1Z9674934,In Transit
SHIP6147,ORDER4147,2023-02-01,USPS,1Z1900861,In Transit
SHIP6148,ORDER4148,2023-09-27,FedEx,1Z5020125,Delivered
SHIP6149,ORDER4149,2023-08-10,USPS,1Z9752382,Shipped
SHIP6150,ORDER4150,2023-02-03,DHL,1Z2201878,Delivered
SHIP6151,ORDER4151,2023-06-29,DHL,1Z3001017,Shipped
SHIP6152,ORDER4152,2023-10-20,FedEx,1Z7459493,In Transit
SHIP6153,ORDER4153,2023-10-14,USPS,1Z7939548,Shipped
SHIP6154,ORDER4154,2023-09-06,DHL,1Z3862307,Delivered
SHIP6155,ORDER4155,2023-06-13,USPS,1Z4221550,Shipped
SHIP6156,ORDER4156,2023-08-22,FedEx,1Z7866244,Shipped
SHIP6157,ORDER4157,2023-10-16,UPS,1Z5716892,In Transit
SHIP6158,ORDER4158,2023-09-05,UPS,1Z7553758,Delivered
SHIP6159,ORDER4159,2023-08-08,DHL,1Z1404430,Shipped
SHIP6160,ORDER4160,2023-09-13,DHL,1Z3980426,Delivered
SHIP6161,ORDER4161,2023-08-06,DHL,1Z7846292,In Transit
SHIP6162,ORDER4162,2023-04-14,FedEx,1Z9887024,In Transit
SHIP6163,ORDER4163,2023-07-28,DHL,1Z9044283,In Transit
SHIP6164,ORDER4164,2023-12-07,FedEx,1Z7979839,In Transit
SHIP6165,ORDER4165,2023-07-29,DHL,1Z6664224,Shipped
SHIP6166,ORDER4166,2023-10-08,UPS,1Z5467503,Delivered
SHIP6167,ORDER4167,2023-05-02,DHL,1Z5419752,Shipped
SHIP6168,ORDER4168,2023-06-17,FedEx,1Z1300347,Delivered
SHIP6169,ORDER4169,2023-01-27,DHL,1Z8924946,Delivered
SHIP6170,ORDER4170,2023-10-16,USPS,1Z5421020,Delivered
SHIP6171,ORDER4171,2023-09-22,UPS,1Z4335756,Delivered
SHIP6172,ORDER4172,2023-11-20,FedEx,1Z5156273,Delivered
SHIP6173,ORDER4173,2023-05-27,FedEx,1Z4748209,Delivered
SHIP6174,ORDER4174,2023-07-12,FedEx,1Z5159494,In Transit
SHIP6175,ORDER4175,2023-12-03,DHL,1Z4205307,Shipped
SHIP6176,ORDER4176,2023-04-14,UPS,1Z6980932,In Transit
SHIP6177,ORDER4177,2023-08-05,FedEx,1Z9948130,Shipped
SHIP6178,ORDER4178,2023-10-26,DHL,1Z5697901,Delivered
SHIP6179,ORDER4179,2023-02-11,FedEx,1Z2547126,Shipped
SHIP6180,ORDER4180,2023-05-08,UPS,1Z4561391,Delivered
SHIP6181,ORDER4181,2023-09-10,USPS,1Z3715257,Shipped
SHIP6182,ORDER4182,2023-03-29,DHL,1Z9524283,In Transit
SHIP6183,ORDER4183,2023-08-21,UPS,1Z9325136,In Transit
SHIP6184,ORDER4184,2023-09-13,FedEx,1Z9579352,In Transit
SHIP6185,ORDER4185,2023-08-08,DHL,1Z3331183,In Transit
SHIP6186,ORDER4186,2023-10-08,FedEx,1Z9137836,In Transit
SHIP6187,ORDER4187,2023-02-19,USPS,1Z8646293,Shipped
SHIP6188,ORDER4188,2023-12-25,USPS,1Z1207926,In Transit
SHIP6189,ORDER4189,2023-01-13,UPS,1Z9133009,Shipped
SHIP6190,ORDER4190,2023-06-04,FedEx,1Z5495121,Shipped
SHIP6191,ORDER4191,2023-09-14,FedEx,1Z6408774,Delivered
SHIP6192,ORDER4192,2023-05-22,USPS,1Z2146064,Delivered
SHIP6193,ORDER4193,2023-10-03,USPS,1Z9173145,Delivered
SHIP6194,ORDER4194,2023-08-05,DHL,1Z3391480,Delivered
SHIP6195,ORDER4195,2023-06-23,DHL,1Z7063345,In Transit
SHIP6196,ORDER4196,2023-02-09,USPS,1Z5120381,In Transit
SHIP6197,ORDER4197,2023-05-23,FedEx,1Z7514787,In Transit
SHIP6198,ORDER4198,2023-05-28,UPS,1Z2636672,In Transit
SHIP6199,ORDER4199,2023-05-06,DHL,1Z8846447,Delivered
SHIP6200,ORDER4200,2023-07-11,FedEx,1Z6383456,In Transit
SHIP6201,ORDER4201,2023-02-22,USPS,1Z7238020,Shipped
SHIP6202,ORDER4202,2023-02-05,USPS,1Z1360342,Shipped
SHIP6203,ORDER4203,2023-05-31,FedEx,1Z2910337,In Transit
SHIP6204,ORDER4204,2023-03-08,DHL,1Z9107443,Shipped
SHIP6205,ORDER4205,2023-08-17,USPS,1Z8227791,In Transit
SHIP6206,ORDER4206,2023-08-06,DHL,1Z3243781,Delivered
SHIP6207,ORDER4207,2023-11-17,USPS,1Z8718411,In Transit
SHIP6208,ORDER4208,2023-11-12,USPS,1Z9143960,In Transit
SHIP6209,ORDER4209,2023-12-24,FedEx,1Z2716520,Delivered
SHIP6210,ORDER4210,2023-10-02,FedEx,1Z2863082,In Transit
SHIP6211,ORDER4211,2023-05-09,DHL,1Z3351266,Delivered
SHIP6212,ORDER4212,2023-06-18,FedEx,1Z6351550,Delivered
SHIP6213,ORDER4213,2023-05-10,UPS,1Z5398912,Shipped
SHIP6214,ORDER4214,2023-12-25,USPS,1Z7971515,In Transit
SHIP6215,ORDER4215,2023-04-23,UPS,1Z4750737,Shipped
SHIP6216,ORDER4216,2023-05-27,UPS,1Z7883613,Shipped
SHIP6217,ORDER4217,2023-05-17,UPS,1Z5978466,Shipped
SHIP6218,ORDER4218,2023-08-17,UPS,1Z4545122,In Transit
SHIP6219,ORDER4219,2023-05-10,DHL,1Z8142688,In Transit
SHIP6220,ORDER4220,2023-07-21,FedEx,1Z3821878,Shipped
SHIP6221,ORDER4221,2023-03-24,USPS,1Z4402350,In Transit
SHIP6222,ORDER4222,2023-04-18,UPS,1Z7140157,Delivered
SHIP6223,ORDER4223,2023-11-23,USPS,1Z5347322,Shipped
SHIP6224,ORDER4224,2023-06-08,USPS,1Z4958306,In Transit
SHIP6225,ORDER4225,2023-07-01,FedEx,1Z4162102,In Transit
SHIP6226,ORDER4226,2023-05-29,UPS,1Z8956770,Shipped
SHIP6227,ORDER4227,2023-11-27,USPS,1Z9387861,In Transit
SHIP6228,ORDER4228,2023-05-19,UPS,1Z8915628,In Transit
SHIP6229,ORDER4229,2023-11-25,USPS,1Z1380236,Shipped
SHIP6230,ORDER4230,2023-08-17,UPS,1Z1905583,In Transit
SHIP6231,ORDER4231,2023-10-13,USPS,1Z1109793,Delivered
SHIP6232,ORDER4232,2023-03-15,USPS,1Z5697418,Delivered
SHIP6233,ORDER4233,2023-12-21,UPS,1Z5376731,Delivered
SHIP6234,ORDER4234,2023-05-01,FedEx,1Z4774320,Delivered
SHIP6235,ORDER4235,2023-08-30,FedEx,1Z1871423,Delivered
SHIP6236,ORDER4236,2023-07-05,FedEx,1Z2841620,In Transit
SHIP6237,ORDER4237,2023-04-19,UPS,1Z5015918,In Transit
SHIP6238,ORDER4238,2023-02-25,UPS,1Z6423212,Shipped
SHIP6239,ORDER4239,2023-07-07,UPS,1Z9619723,In Transit
SHIP6240,ORDER4240,2023-05-12,UPS,1Z8132456,In Transit
SHIP6241,ORDER4241,2023-09-05,USPS,1Z1353651,In Transit
SHIP6242,ORDER4242,2023-12-29,FedEx,1Z4950610,In Transit
SHIP6243,ORDER4243,2023-01-14,UPS,1Z4047501,Delivered
SHIP6244,ORDER4244,2023-01-18,FedEx,1Z3811876,In Transit
SHIP6245,ORDER4245,2023-09-12,FedEx,1Z4294738,Delivered
SHIP6246,ORDER4246,2023-07-05,FedEx,1Z2028475,Shipped
SHIP6247,ORDER4247,2023-01-26,FedEx,1Z4257199,Shipped
SHIP6248,ORDER4248,2023-05-05,UPS,1Z1461541,Shipped
SHIP6249,ORDER4249,2023-03-31,FedEx,1Z4454379,Shipped
SHIP6250,ORDER4250,2023-10-01,UPS,1Z9806075,In Transit
SHIP6251,ORDER4251,2023-07-14,USPS,1Z1664311,Shipped
SHIP6252,ORDER4252,2023-02-05,DHL,1Z2986969,In Transit
SHIP6253,ORDER4253,2023-04-24,FedEx,1Z2092969,Shipped
SHIP6254,ORDER4254,2023-03-09,DHL,1Z9993955,Delivered
SHIP6255,ORDER4255,2023-03-28,UPS,1Z9421898,Shipped
SHIP6256,ORDER4256,2023-12-13,FedEx,1Z1887129,In Transit
SHIP6257,ORDER4257,2023-06-05,DHL,1Z9121383,In Transit
SHIP6258,ORDER4258,2023-09-04,FedEx,1Z5511900,Delivered
SHIP6259,ORDER4259,2023-09-13,USPS,1Z7673487,In Transit
SHIP6260,ORDER4260,2023-01-30,USPS,1Z8820042,Delivered
SHIP6261,ORDER4261,2023-06-18,UPS,1Z8752501,Delivered
SHIP6262,ORDER4262,2023-04-07,UPS,1Z9151415,In Transit
SHIP6263,ORDER4263,2023-06-22,USPS,1Z3512530,Delivered
SHIP6264,ORDER4264,2023-11-16,UPS,1Z8253366,Delivered
SHIP6265,ORDER4265,2023-08-13,UPS,1Z4066939,Delivered
SHIP6266,ORDER4266,2023-01-12,USPS,1Z1589457,Shipped
SHIP6267,ORDER4267,2023-07-04,UPS,1Z3060266,Shipped
SHIP6268,ORDER4268,2023-06-14,USPS,1Z2346731,In Transit
SHIP6269,ORDER4269,2023-12-16,FedEx,1Z7016348,Shipped
SHIP6270,ORDER4270,2023-04-29,FedEx,1Z5351956,Shipped
SHIP6271,ORDER4271,2023-06-19,UPS,1Z7117268,In Transit
SHIP6272,ORDER4272,2023-09-30,UPS,1Z4914717,Shipped
SHIP6273,ORDER4273,2023-12-16,DHL,1Z1456535,Shipped
SHIP6274,ORDER4274,2023-02-09,DHL,1Z5141723,In Transit
SHIP6275,ORDER4275,2023-11-03,DHL,1Z8529137,Delivered
SHIP6276,ORDER4276,2023-12-27,DHL,1Z1970672,Delivered
SHIP6277,ORDER4277,2023-03-17,DHL,1Z2021144,Shipped
SHIP6278,ORDER4278,2023-09-20,USPS,1Z4096948,In Transit
SHIP6279,ORDER4279,2023-08-17,DHL,1Z5417122,Delivered
SHIP6280,ORDER4280,2023-08-12,USPS,1Z2152974,In Transit
SHIP6281,ORDER4281,2023-01-27,UPS,1Z3392684,In Transit
SHIP6282,ORDER4282,2023-09-28,UPS,1Z4478220,In Transit
SHIP6283,ORDER4283,2023-05-25,UPS,1Z2949011,In Transit
SHIP6284,ORDER4284,2023-10-06,UPS,1Z9283474,In Transit
SHIP6285,ORDER4285,2023-02-03,UPS,1Z4850054,Shipped
SHIP6286,ORDER4286,2023-09-18,UPS,1Z6575139,Shipped
SHIP6287,ORDER4287,2023-10-11,UPS,1Z4611785,In Transit
SHIP6288,ORDER4288,2023-08-03,UPS,1Z6745908,Shipped
SHIP6289,ORDER4289,2023-10-31,DHL,1Z9288418,Shipped
SHIP6290,ORDER4290,2023-02-06,FedEx,1Z3175767,Delivered
SHIP6291,ORDER4291,2023-09-18,FedEx,1Z5118999,Shipped
SHIP6292,ORDER4292,2023-07-01,UPS,1Z3377174,Delivered
SHIP6293,ORDER4293,2023-09-08,USPS,1Z6232100,Delivered
SHIP6294,ORDER4294,2023-05-13,FedEx,1Z4163765,In Transit
SHIP6295,ORDER4295,2023-01-16,DHL,1Z1557570,Delivered
SHIP6296,ORDER4296,2023-08-17,FedEx,1Z9715111,Shipped
SHIP6297,ORDER4297,2023-07-30,DHL,1Z9308212,Shipped
SHIP6298,ORDER4298,2023-05-20,UPS,1Z7875661,Shipped
SHIP6299,ORDER4299,2023-04-09,FedEx,1Z2855660,Shipped
SHIP6300,ORDER4300,2023-06-16,DHL,1Z4400930,In Transit
SHIP6301,ORDER4301,2023-06-08,UPS,1Z7583998,Delivered
SHIP6302,ORDER4302,2023-02-20,UPS,1Z5046144,Delivered
SHIP6303,ORDER4303,2023-06-23,USPS,1Z3939121,Delivered
SHIP6304,ORDER4304,2023-10-15,DHL,1Z1480349,In Transit
SHIP6305,ORDER4305,2023-08-26,UPS,1Z5430363,Delivered
SHIP6306,ORDER4306,2023-06-22,UPS,1Z3667694,Shipped
SHIP6307,ORDER4307,2023-08-11,USPS,1Z3439489,In Transit
SHIP6308,ORDER4308,2023-06-12,DHL,1Z8878830,Delivered
SHIP6309,ORDER4309,2023-10-13,UPS,1Z1914519,In Transit
SHIP6310,ORDER4310,2023-12-05,UPS,1Z1667850,Delivered
SHIP6311,ORDER4311,2023-05-13,USPS,1Z4667022,In Transit
SHIP6312,ORDER4312,2023-08-06,UPS,1Z5808919,Delivered
SHIP6313,ORDER4313,2023-01-24,DHL,1Z1025683,In Transit
SHIP6314,ORDER4314,2023-02-18,DHL,1Z5412666,In Transit
SHIP6315,ORDER4315,2023-03-03,DHL,1Z9241637,In Transit
SHIP6316,ORDER4316,2023-02-06,UPS,1Z8484155,In Transit
SHIP6317,ORDER4317,2023-05-23,UPS,1Z8563746,In Transit
SHIP6318,ORDER4318,2023-03-24,USPS,1Z6170814,Shipped
SHIP6319,ORDER4319,2023-09-27,UPS,1Z1333641,Delivered
SHIP6320,ORDER4320,2023-07-29,FedEx,1Z5647266,Shipped
SHIP6321,ORDER4321,2023-12-29,FedEx,1Z5957946,Delivered
SHIP6322,ORDER4322,2023-05-15,FedEx,1Z7936096,In Transit
SHIP6323,ORDER4323,2023-08-08,UPS,1Z1513379,Delivered
SHIP6324,ORDER4324,2023-03-28,USPS,1Z9701398,Delivered
SHIP6325,ORDER4325,2023-01-26,UPS,1Z7644515,Shipped
SHIP6326,ORDER4326,2023-07-25,USPS,1Z9751275,Shipped
SHIP6327,ORDER4327,2023-11-15,FedEx,1Z4605095,In Transit
SHIP6328,ORDER4328,2023-12-06,DHL,1Z9116017,Delivered
SHIP6329,ORDER4329,2023-03-21,FedEx,1Z7357959,Shipped
SHIP6330,ORDER4330,2023-07-05,USPS,1Z9394892,Delivered
SHIP6331,ORDER4331,2023-07-05,UPS,1Z2006578,In Transit
SHIP6332,ORDER4332,2023-11-06,USPS,1Z9207672,In Transit
SHIP6333,ORDER4333,2023-07-04,DHL,1Z3266082,Shipped
SHIP6334,ORDER4334,2023-02-20,UPS,1Z4690466,In Transit
SHIP6335,ORDER4335,2023-09-15,FedEx,1Z5385725,In Transit
SHIP6336,ORDER4336,2023-05-27,UPS,1Z4466435,In Transit
SHIP6337,ORDER4337,2023-03-03,UPS,1Z6639253,Shipped
SHIP6338,ORDER4338,2023-10-05,DHL,1Z2462363,Shipped
SHIP6339,ORDER4339,2023-12-17,DHL,1Z8164916,Delivered
SHIP6340,ORDER4340,2023-09-07,UPS,1Z8599451,In Transit
SHIP6341,ORDER4341,2023-06-21,USPS,1Z5004531,Shipped
SHIP6342,ORDER4342,2023-04-19,FedEx,1Z1885376,In Transit
SHIP6343,ORDER4343,2023-10-28,FedEx,1Z9571809,Shipped
SHIP6344,ORDER4344,2023-12-10,FedEx,1Z1777370,Shipped
SHIP6345,ORDER4345,2023-04-29,FedEx,1Z8042587,In Transit
SHIP6346,ORDER4346,2023-05-25,DHL,1Z9431218,Delivered
SHIP6347,ORDER4347,2023-02-15,UPS,1Z4355126,Shipped
SHIP6348,ORDER4348,2023-05-15,FedEx,1Z5691388,Shipped
SHIP6349,ORDER4349,2023-07-18,DHL,1Z7485114,In Transit
SHIP6350,ORDER4350,2023-08-05,UPS,1Z4117398,Shipped
SHIP6351,ORDER4351,2023-02-03,UPS,1Z3812118,Delivered
SHIP6352,ORDER4352,2023-09-28,UPS,1Z2918595,Delivered
SHIP6353,ORDER4353,2023-10-31,DHL,1Z7697945,Shipped
SHIP6354,ORDER4354,2023-01-12,FedEx,1Z2049757,Delivered
SHIP6355,ORDER4355,2023-06-11,DHL,1Z1103981,In Transit
SHIP6356,ORDER4356,2023-05-14,FedEx,1Z6885327,In Transit
SHIP6357,ORDER4357,2023-11-19,DHL,1Z9074217,Delivered
SHIP6358,ORDER4358,2023-03-18,DHL,1Z6928486,Shipped
SHIP6359,ORDER4359,2023-09-05,UPS,1Z1547493,Delivered
SHIP6360,ORDER4360,2023-07-19,UPS,1Z6876658,In Transit
SHIP6361,ORDER4361,2023-02-15,FedEx,1Z6606468,Shipped
SHIP6362,ORDER4362,2023-06-16,UPS,1Z6990330,In Transit
SHIP6363,ORDER4363,2023-06-21,USPS,1Z1059475,Delivered
SHIP6364,ORDER4364,2023-12-04,UPS,1Z6864199,Delivered
SHIP6365,ORDER4365,2023-06-14,USPS,1Z6276483,Shipped
SHIP6366,ORDER4366,2023-09-06,UPS,1Z2519563,Delivered
SHIP6367,ORDER4367,2023-11-16,FedEx,1Z2614073,Delivered
SHIP6368,ORDER4368,2023-01-01,FedEx,1Z4904791,In Transit
SHIP6369,ORDER4369,2023-06-21,UPS,1Z6016020,Delivered
SHIP6370,ORDER4370,2023-08-22,UPS,1Z4821706,Shipped
SHIP6371,ORDER4371,2023-05-28,DHL,1Z2793426,Delivered
SHIP6372,ORDER4372,2023-01-17,FedEx,1Z4221258,Delivered
SHIP6373,ORDER4373,2023-12-08,UPS,1Z2966502,Shipped
SHIP6374,ORDER4374,2023-10-28,UPS,1Z5208271,Shipped
SHIP6375,ORDER4375,2023-03-02,DHL,1Z3693896,Delivered
SHIP6376,ORDER4376,2023-03-22,FedEx,1Z6036122,Delivered
SHIP6377,ORDER4377,2023-12-31,FedEx,1Z3044166,Delivered
SHIP6378,ORDER4378,2023-10-29,DHL,1Z2625378,In Transit
SHIP6379,ORDER4379,2023-06-06,DHL,1Z7115985,Delivered
SHIP6380,ORDER4380,2023-12-14,UPS,1Z4458167,In Transit
SHIP6381,ORDER4381,2023-10-11,UPS,1Z9885700,In Transit
SHIP6382,ORDER4382,2023-01-07,USPS,1Z4568815,Shipped
SHIP6383,ORDER4383,2023-01-06,FedEx,1Z3128916,Shipped
SHIP6384,ORDER4384,2023-12-09,USPS,1Z7090633,Shipped
SHIP6385,ORDER4385,2023-02-01,UPS,1Z3284687,Delivered
SHIP6386,ORDER4386,2023-03-28,UPS,1Z6196397,Delivered
SHIP6387,ORDER4387,2023-11-22,DHL,1Z6319284,In Transit
SHIP6388,ORDER4388,2023-10-29,UPS,1Z8989259,Shipped
SHIP6389,ORDER4389,2023-02-27,DHL,1Z5704258,In Transit
SHIP6390,ORDER4390,2023-02-03,FedEx,1Z7165737,In Transit
SHIP6391,ORDER4391,2023-11-26,UPS,1Z4285722,Shipped
SHIP6392,ORDER4392,2023-02-03,FedEx,1Z8115185,In Transit
SHIP6393,ORDER4393,2023-07-04,FedEx,1Z3854003,Shipped
SHIP6394,ORDER4394,2023-08-19,FedEx,1Z3471449,In Transit
SHIP6395,ORDER4395,2023-12-11,DHL,1Z8838745,In Transit
SHIP6396,ORDER4396,2023-07-26,FedEx,1Z4631946,Delivered
SHIP6397,ORDER4397,2023-09-08,USPS,1Z4073963,Delivered
SHIP6398,ORDER4398,2023-11-23,UPS,1Z9546312,Shipped
SHIP6399,ORDER4399,2023-08-01,UPS,1Z5323438,Shipped
SHIP6400,ORDER4400,2023-05-26,USPS,1Z2078041,In Transit
SHIP6401,ORDER4401,2023-04-07,DHL,1Z2579994,Shipped
SHIP6402,ORDER4402,2023-05-20,DHL,1Z3714343,Shipped
SHIP6403,ORDER4403,2023-11-01,UPS,1Z2079549,Shipped
SHIP6404,ORDER4404,2023-08-25,UPS,1Z2961056,In Transit
SHIP6405,ORDER4405,2023-04-27,DHL,1Z3494568,In Transit
SHIP6406,ORDER4406,2023-11-04,FedEx,1Z7352008,Shipped
SHIP6407,ORDER4407,2023-06-09,USPS,1Z3244518,Shipped
SHIP6408,ORDER4408,2023-09-02,UPS,1Z3184987,Shipped
SHIP6409,ORDER4409,2023-02-07,FedEx,1Z2080226,Shipped
SHIP6410,ORDER4410,2023-12-14,USPS,1Z1872970,Delivered
SHIP6411,ORDER4411,2023-08-18,DHL,1Z8150747,In Transit
SHIP6412,ORDER4412,2023-05-24,USPS,1Z6475147,Delivered
SHIP6413,ORDER4413,2023-09-21,UPS,1Z1312650,In Transit
SHIP6414,ORDER4414,2023-12-04,USPS,1Z6057268,In Transit
SHIP6415,ORDER4415,2023-12-15,UPS,1Z4239577,In Transit
SHIP6416,ORDER4416,2023-04-27,USPS,1Z8493254,Shipped
SHIP6417,ORDER4417,2023-03-21,USPS,1Z9551737,Shipped
SHIP6418,ORDER4418,2023-10-22,USPS,1Z3114361,Delivered
SHIP6419,ORDER4419,2023-09-06,DHL,1Z4884598,Shipped
SHIP6420,ORDER4420,2023-09-07,FedEx,1Z4109485,Shipped
SHIP6421,ORDER4421,2023-01-10,FedEx,1Z2268972,In Transit
SHIP6422,ORDER4422,2023-09-05,UPS,1Z5501667,Delivered
SHIP6423,ORDER4423,2023-06-16,FedEx,1Z3820623,Delivered
SHIP6424,ORDER4424,2023-05-17,DHL,1Z7036921,Delivered
SHIP6425,ORDER4425,2023-09-30,USPS,1Z1678303,In Transit
SHIP6426,ORDER4426,2023-12-26,UPS,1Z6966882,Shipped
SHIP6427,ORDER4427,2023-09-18,UPS,1Z3686591,Delivered
SHIP6428,ORDER4428,2023-03-31,FedEx,1Z3195061,In Transit
SHIP6429,ORDER4429,2023-12-31,UPS,1Z2913249,Shipped
SHIP6430,ORDER4430,2023-10-25,UPS,1Z5206171,Shipped
SHIP6431,ORDER4431,2023-10-03,UPS,1Z4092884,In Transit
SHIP6432,ORDER4432,2023-03-31,USPS,1Z9463911,Delivered
SHIP6433,ORDER4433,2023-10-20,DHL,1Z4469308,Shipped
SHIP6434,ORDER4434,2023-02-14,UPS,1Z4791475,Delivered
SHIP6435,ORDER4435,2023-10-01,DHL,1Z6675875,Shipped
SHIP6436,ORDER4436,2023-02-20,UPS,1Z8347082,Shipped
SHIP6437,ORDER4437,2023-04-29,DHL,1Z8730455,Delivered
SHIP6438,ORDER4438,2023-06-20,UPS,1Z8385814,In Transit
SHIP6439,ORDER4439,2023-09-29,UPS,1Z5368904,In Transit
SHIP6440,ORDER4440,2023-12-08,FedEx,1Z4008612,Delivered
SHIP6441,ORDER4441,2023-10-18,USPS,1Z7003682,Shipped
SHIP6442,ORDER4442,2023-07-20,DHL,1Z4019751,Shipped
SHIP6443,ORDER4443,2023-06-15,FedEx,1Z3260337,In Transit
SHIP6444,ORDER4444,2023-09-26,FedEx,1Z9217972,Shipped
SHIP6445,ORDER4445,2023-06-07,USPS,1Z4043961,Shipped
SHIP6446,ORDER4446,2023-11-17,USPS,1Z5664286,In Transit
SHIP6447,ORDER4447,2023-11-26,USPS,1Z2345469,Shipped
SHIP6448,ORDER4448,2023-03-07,FedEx,1Z4191834,Delivered
SHIP6449,ORDER4449,2023-09-14,FedEx,1Z9292440,In Transit
SHIP6450,ORDER4450,2023-01-31,USPS,1Z6678773,In Transit
SHIP6451,ORDER4451,2023-11-20,USPS,1Z9781751,In Transit
SHIP6452,ORDER4452,2023-03-01,FedEx,1Z5119866,In Transit
SHIP6453,ORDER4453,2023-05-16,FedEx,1Z3691444,In Transit
SHIP6454,ORDER4454,2023-03-22,DHL,1Z3865441,Shipped
SHIP6455,ORDER4455,2023-12-03,FedEx,1Z1891359,In Transit
SHIP6456,ORDER4456,2023-01-01,DHL,1Z5995975,Delivered
SHIP6457,ORDER4457,2023-06-21,DHL,1Z8165311,In Transit
SHIP6458,ORDER4458,2023-12-27,UPS,1Z7874912,Delivered
SHIP6459,ORDER4459,2023-05-21,DHL,1Z4072420,Shipped
SHIP6460,ORDER4460,2023-07-15,DHL,1Z7700407,Delivered
SHIP6461,ORDER4461,2023-01-30,UPS,1Z2293469,Delivered
SHIP6462,ORDER4462,2023-07-21,DHL,1Z6999153,Delivered
SHIP6463,ORDER4463,2023-09-06,DHL,1Z8006849,In Transit
SHIP6464,ORDER4464,2023-11-18,FedEx,1Z8656221,In Transit
SHIP6465,ORDER4465,2023-04-06,FedEx,1Z6956972,In Transit
SHIP6466,ORDER4466,2023-08-31,FedEx,1Z5577090,Shipped
SHIP6467,ORDER4467,2023-10-07,USPS,1Z7238198,In Transit
SHIP6468,ORDER4468,2023-05-21,DHL,1Z1276354,In Transit
SHIP6469,ORDER4469,2023-02-24,FedEx,1Z4672357,In Transit
SHIP6470,ORDER4470,2023-06-05,UPS,1Z3892036,Delivered
SHIP6471,ORDER4471,2023-05-20,FedEx,1Z8999796,Shipped
SHIP6472,ORDER4472,2023-10-09,FedEx,1Z3930300,Delivered
SHIP6473,ORDER4473,2023-11-01,FedEx,1Z2021471,In Transit
SHIP6474,ORDER4474,2023-05-24,UPS,1Z5948557,Shipped
SHIP6475,ORDER4475,2023-08-01,UPS,1Z2994387,Delivered
SHIP6476,ORDER4476,2023-02-03,FedEx,1Z4494056,Shipped
SHIP6477,ORDER4477,2023-01-22,FedEx,1Z3204049,Shipped
SHIP6478,ORDER4478,2023-04-06,UPS,1Z7837726,Shipped
SHIP6479,ORDER4479,2023-03-21,DHL,1Z1568411,Delivered
SHIP6480,ORDER4480,2023-03-11,DHL,1Z8636094,Delivered
SHIP6481,ORDER4481,2023-05-10,DHL,1Z6765309,In Transit
SHIP6482,ORDER4482,2023-12-20,UPS,1Z7975893,In Transit
SHIP6483,ORDER4483,2023-05-08,FedEx,1Z3220453,Delivered
SHIP6484,ORDER4484,2023-07-29,FedEx,1Z4244539,In Transit
SHIP6485,ORDER4485,2023-07-04,UPS,1Z3538014,In Transit
SHIP6486,ORDER4486,2023-08-18,USPS,1Z4727323,In Transit
SHIP6487,ORDER4487,2023-10-03,FedEx,1Z1794025,Delivered
SHIP6488,ORDER4488,2023-09-15,FedEx,1Z5974949,Delivered
SHIP6489,ORDER4489,2023-04-22,UPS,1Z6389017,Shipped
SHIP6490,ORDER4490,2023-08-14,UPS,1Z2689794,In Transit
SHIP6491,ORDER4491,2023-11-04,DHL,1Z7523492,Delivered
SHIP6492,ORDER4492,2023-08-21,USPS,1Z9704620,Shipped
SHIP6493,ORDER4493,2023-12-10,UPS,1Z2032776,Delivered
SHIP6494,ORDER4494,2023-01-01,DHL,1Z3509982,In Transit
SHIP6495,ORDER4495,2023-03-17,UPS,1Z7031821,Delivered
SHIP6496,ORDER4496,2023-01-05,UPS,1Z5625577,Shipped
SHIP6497,ORDER4497,2023-06-19,USPS,1Z9335968,Shipped
SHIP6498,ORDER4498,2023-10-13,DHL,1Z4266776,In Transit
SHIP6499,ORDER4499,2023-11-04,FedEx,1Z8767634,Shipped
SHIP6500,ORDER4500,2023-09-21,UPS,1Z2927934,Shipped
SHIP6501,ORDER4501,2023-09-06,UPS,1Z7218202,Shipped
SHIP6502,ORDER4502,2023-03-20,UPS,1Z2932047,In Transit
SHIP6503,ORDER4503,2023-04-15,USPS,1Z9827127,Delivered
SHIP6504,ORDER4504,2023-12-06,FedEx,1Z6803804,In Transit
SHIP6505,ORDER4505,2023-10-06,FedEx,1Z1922058,Delivered
SHIP6506,ORDER4506,2023-06-24,FedEx,1Z1752333,In Transit
SHIP6507,ORDER4507,2023-03-01,USPS,1Z4722853,In Transit
SHIP6508,ORDER4508,2023-08-23,DHL,1Z1912938,In Transit
SHIP6509,ORDER4509,2023-03-31,DHL,1Z6717236,Shipped
SHIP6510,ORDER4510,2023-11-14,DHL,1Z9055323,In Transit
SHIP6511,ORDER4511,2023-03-29,DHL,1Z4665946,In Transit
SHIP6512,ORDER4512,2023-11-27,DHL,1Z4864055,In Transit
SHIP6513,ORDER4513,2023-07-07,UPS,1Z6733342,Shipped
SHIP6514,ORDER4514,2023-02-01,UPS,1Z9449965,Delivered
SHIP6515,ORDER4515,2023-08-08,FedEx,1Z8542664,In Transit
SHIP6516,ORDER4516,2023-08-11,FedEx,1Z9745589,In Transit
