ProductID,ProductName,Category,Price,StockQuantity
PROD3247,Product_1247,Home,51.85,128
PROD3248,Product_1248,Clothing,86.18,141
PROD3249,Product_1249,Clothing,76.61,118
PROD3250,Product_1250,Toys,75.99,136
PROD3251,Product_1251,Electronics,38.01,196
PROD3252,Product_1252,Home,18.2,145
PROD3253,Product_1253,Home,92.24,139
PROD3254,Product_1254,Electronics,87.21,145
PROD3255,Product_1255,Electronics,70.94,159
PROD3256,Product_1256,Clothing,32.04,195
PROD3257,Product_1257,Electronics,44.43,107
PROD3258,Product_1258,Electronics,67.87,107
PROD3259,Product_1259,Clothing,84.91,190
PROD3260,Product_1260,Home,86.32,109
PROD3261,Product_1261,Clothing,69.33,53
PROD3262,Product_1262,Toys,13.01,55
PROD3263,Product_1263,Clothing,53.37,135
PROD3264,Product_1264,Home,42.77,99
PROD3265,Product_1265,Toys,84.31,189
PROD3266,Product_1266,Electronics,29.47,135
PROD3267,Product_1267,Home,29.67,137
PROD3268,Product_1268,Electronics,39.79,151
PROD3269,Product_1269,Electronics,93.27,167
PROD3270,Product_1270,Home,13.99,73
PROD3271,Product_1271,Clothing,96.29,133
PROD3272,Product_1272,Electronics,24.61,166
PROD3273,Product_1273,Electronics,80.11,197
PROD3274,Product_1274,Clothing,42.86,106
PROD3275,Product_1275,Toys,46.4,130
PROD3276,Product_1276,Electronics,82.36,85
PROD3277,Product_1277,Toys,82.3,160
PROD3278,Product_1278,Clothing,35.82,100
PROD3279,Product_1279,Home,77.94,90
PROD3280,Product_1280,Electronics,65.58,88
PROD3281,Product_1281,Toys,26.79,136
PROD3282,Product_1282,Electronics,73.01,174
PROD3283,Product_1283,Toys,48.36,95
PROD3284,Product_1284,Electronics,56.32,95
PROD3285,Product_1285,Home,63.56,55
PROD3286,Product_1286,Clothing,19.21,98
PROD3287,Product_1287,Home,37.47,122
PROD3288,Product_1288,Electronics,32.34,143
PROD3289,Product_1289,Clothing,55.13,121
PROD3290,Product_1290,Electronics,14.82,140
PROD3291,Product_1291,Electronics,70.36,187
PROD3292,Product_1292,Home,50.65,110
PROD3293,Product_1293,Toys,59.51,146
PROD3294,Product_1294,Electronics,13.35,83
PROD3295,Product_1295,Toys,65.81,74
PROD3296,Product_1296,Electronics,65.29,169
PROD3297,Product_1297,Home,13.25,103
PROD3298,Product_1298,Home,29.42,55
PROD3299,Product_1299,Home,58.13,194
PROD3300,Product_1300,Toys,63.07,85
PROD3301,Product_1301,Toys,95.49,180
PROD3302,Product_1302,Toys,82.49,180
PROD3303,Product_1303,Electronics,92.95,136
PROD3304,Product_1304,Toys,22.95,89
PROD3305,Product_1305,Clothing,63.99,161
PROD3306,Product_1306,Electronics,71.89,93
PROD3307,Product_1307,Clothing,92.16,163
PROD3308,Product_1308,Toys,49.96,51
PROD3309,Product_1309,Toys,39.54,80
PROD3310,Product_1310,Clothing,39.77,194
PROD3311,Product_1311,Clothing,41.11,144
PROD3312,Product_1312,Electronics,18.44,84
PROD3313,Product_1313,Home,98.78,121
PROD3314,Product_1314,Toys,56.1,84
PROD3315,Product_1315,Clothing,56.18,106
PROD3316,Product_1316,Electronics,95.98,196
PROD3317,Product_1317,Clothing,32.25,72
PROD3318,Product_1318,Electronics,76.97,173
PROD3319,Product_1319,Clothing,66.38,156
PROD3320,Product_1320,Toys,20.43,184
PROD3321,Product_1321,Electronics,64.55,58
PROD3322,Product_1322,Clothing,52.43,166
PROD3323,Product_1323,Electronics,78.95,125
PROD3324,Product_1324,Electronics,72.79,66
PROD3325,Product_1325,Home,59.79,140
PROD3326,Product_1326,Home,50.03,183
PROD3327,Product_1327,Clothing,16.09,99
PROD3328,Product_1328,Electronics,78.83,191
PROD3329,Product_1329,Toys,29.96,136
PROD3330,Product_1330,Clothing,45.58,184
PROD3331,Product_1331,Electronics,89.47,163
PROD3332,Product_1332,Toys,27.1,149
PROD3333,Product_1333,Toys,26.34,195
PROD3334,Product_1334,Clothing,29.24,139
PROD3335,Product_1335,Clothing,97.55,71
PROD3336,Product_1336,Home,99.81,193
PROD3337,Product_1337,Electronics,29.42,142
PROD3338,Product_1338,Home,92.39,155
PROD3339,Product_1339,Clothing,19.19,191
PROD3340,Product_1340,Electronics,42.91,98
PROD3341,Product_1341,Electronics,18.96,147
PROD3342,Product_1342,Toys,33.1,159
PROD3343,Product_1343,Electronics,96.22,175
PROD3344,Product_1344,Home,50.84,170
PROD3345,Product_1345,Clothing,87.85,195
PROD3346,Product_1346,Toys,49.67,119
PROD3347,Product_1347,Clothing,83.58,104
PROD3348,Product_1348,Home,17.44,139
PROD3349,Product_1349,Toys,92.85,197
PROD3350,Product_1350,Electronics,18.87,195
PROD3351,Product_1351,Electronics,81.43,132
PROD3352,Product_1352,Toys,48.64,195
PROD3353,Product_1353,Toys,11.93,114
PROD3354,Product_1354,Toys,57.1,198
PROD3355,Product_1355,Home,59.31,113
PROD3356,Product_1356,Electronics,68.41,67
PROD3357,Product_1357,Electronics,41.97,156
PROD3358,Product_1358,Toys,74.77,152
PROD3359,Product_1359,Home,80.77,87
PROD3360,Product_1360,Toys,21.18,130
PROD3361,Product_1361,Toys,20.99,174
PROD3362,Product_1362,Home,54.37,90
PROD3363,Product_1363,Toys,18.31,124
PROD3364,Product_1364,Electronics,39.71,165
PROD3365,Product_1365,Toys,60.31,141
PROD3366,Product_1366,Home,55.52,157
PROD3367,Product_1367,Home,88.64,68
PROD3368,Product_1368,Toys,72.81,90
PROD3369,Product_1369,Clothing,98.8,192
PROD3370,Product_1370,Clothing,54.21,129
PROD3371,Product_1371,Clothing,57.44,138
PROD3372,Product_1372,Clothing,67.85,97
PROD3373,Product_1373,Electronics,30.31,75
PROD3374,Product_1374,Toys,58.12,199
PROD3375,Product_1375,Electronics,99.4,191
PROD3376,Product_1376,Home,99.47,156
PROD3377,Product_1377,Clothing,17.58,65
PROD3378,Product_1378,Home,85.06,114
PROD3379,Product_1379,Toys,62.13,61
PROD3380,Product_1380,Clothing,56.95,178
PROD3381,Product_1381,Clothing,51.08,88
PROD3382,Product_1382,Electronics,90.2,157
PROD3383,Product_1383,Toys,95.53,61
PROD3384,Product_1384,Home,66.49,196
PROD3385,Product_1385,Home,11.21,116
PROD3386,Product_1386,Clothing,82.22,111
PROD3387,Product_1387,Home,60.15,96
PROD3388,Product_1388,Electronics,63.85,79
PROD3389,Product_1389,Clothing,55.47,118
PROD3390,Product_1390,Electronics,76.05,131
PROD3391,Product_1391,Home,74.1,133
PROD3392,Product_1392,Electronics,68.29,86
PROD3393,Product_1393,Toys,42.46,131
PROD3394,Product_1394,Clothing,77.47,91
PROD3395,Product_1395,Electronics,82.72,53
PROD3396,Product_1396,Toys,21.76,130
PROD3397,Product_1397,Home,96.46,108
PROD3398,Product_1398,Clothing,32.22,155
PROD3399,Product_1399,Electronics,29.86,74
PROD3400,Product_1400,Toys,64.75,150
PROD3401,Product_1401,Electronics,51.16,153
PROD3402,Product_1402,Toys,62.63,88
PROD3403,Product_1403,Home,92.23,147
PROD3404,Product_1404,Clothing,14.0,146
PROD3405,Product_1405,Electronics,54.97,135
PROD3406,Product_1406,Electronics,11.88,119
PROD3407,Product_1407,Home,67.36,146
PROD3408,Product_1408,Home,77.7,94
PROD3409,Product_1409,Electronics,66.3,141
PROD3410,Product_1410,Home,59.88,100
PROD3411,Product_1411,Clothing,79.61,164
PROD3412,Product_1412,Home,17.42,128
PROD3413,Product_1413,Electronics,95.19,133
PROD3414,Product_1414,Clothing,70.36,66
PROD3415,Product_1415,Electronics,36.88,101
PROD3416,Product_1416,Home,39.87,127
PROD3417,Product_1417,Clothing,38.46,175
PROD3418,Product_1418,Toys,78.64,120
PROD3419,Product_1419,Home,17.77,105
PROD3420,Product_1420,Toys,43.11,130
PROD3421,Product_1421,Toys,52.47,93
PROD3422,Product_1422,Home,76.37,132
PROD3423,Product_1423,Toys,26.49,141
PROD3424,Product_1424,Clothing,81.02,153
PROD3425,Product_1425,Clothing,96.26,166
PROD3426,Product_1426,Toys,26.73,156
PROD3427,Product_1427,Electronics,24.36,179
PROD3428,Product_1428,Electronics,33.74,183
PROD3429,Product_1429,Clothing,63.17,144
PROD3430,Product_1430,Clothing,78.88,125
PROD3431,Product_1431,Home,14.65,79
PROD3432,Product_1432,Electronics,75.67,123
PROD3433,Product_1433,Electronics,16.44,102
PROD3434,Product_1434,Electronics,75.0,73
PROD3435,Product_1435,Electronics,40.12,85
PROD3436,Product_1436,Clothing,65.56,135
PROD3437,Product_1437,Clothing,62.86,180
PROD3438,Product_1438,Electronics,38.24,153
PROD3439,Product_1439,Electronics,91.19,65
PROD3440,Product_1440,Toys,52.81,116
PROD3441,Product_1441,Electronics,35.08,155
PROD3442,Product_1442,Electronics,53.07,93
PROD3443,Product_1443,Clothing,66.37,190
PROD3444,Product_1444,Electronics,24.61,87
PROD3445,Product_1445,Clothing,81.15,51
PROD3446,Product_1446,Electronics,43.63,74
PROD3447,Product_1447,Home,93.98,157
PROD3448,Product_1448,Home,28.31,75
PROD3449,Product_1449,Clothing,40.42,103
PROD3450,Product_1450,Clothing,84.19,107
PROD3451,Product_1451,Home,53.63,198
PROD3452,Product_1452,Electronics,97.96,108
PROD3453,Product_1453,Home,24.4,147
PROD3454,Product_1454,Clothing,87.84,86
PROD3455,Product_1455,Clothing,43.59,81
PROD3456,Product_1456,Home,47.78,72
PROD3457,Product_1457,Electronics,17.64,136
PROD3458,Product_1458,Electronics,44.23,186
PROD3459,Product_1459,Clothing,34.86,74
PROD3460,Product_1460,Clothing,66.06,182
PROD3461,Product_1461,Clothing,24.39,112
PROD3462,Product_1462,Clothing,48.17,119
PROD3463,Product_1463,Toys,67.72,179
PROD3464,Product_1464,Electronics,18.03,101
PROD3465,Product_1465,Electronics,79.45,69
PROD3466,Product_1466,Clothing,43.81,74
PROD3467,Product_1467,Home,74.82,174
PROD3468,Product_1468,Toys,79.29,134
PROD3469,Product_1469,Toys,99.08,51
PROD3470,Product_1470,Toys,26.7,87
PROD3471,Product_1471,Electronics,21.52,164
PROD3472,Product_1472,Home,39.83,92
PROD3473,Product_1473,Home,30.56,129
PROD3474,Product_1474,Home,34.6,169
PROD3475,Product_1475,Home,10.34,65
PROD3476,Product_1476,Electronics,82.4,132
PROD3477,Product_1477,Electronics,33.86,172
PROD3478,Product_1478,Electronics,78.68,154
PROD3479,Product_1479,Home,62.76,177
PROD3480,Product_1480,Toys,68.67,142
PROD3481,Product_1481,Home,41.95,172
PROD3482,Product_1482,Clothing,56.44,121
PROD3483,Product_1483,Home,94.59,123
PROD3484,Product_1484,Clothing,19.67,155
PROD3485,Product_1485,Clothing,69.22,128
PROD3486,Product_1486,Clothing,25.95,121
PROD3487,Product_1487,Clothing,57.11,163
PROD3488,Product_1488,Clothing,72.51,194
PROD3489,Product_1489,Clothing,67.02,117
PROD3490,Product_1490,Toys,88.41,149
PROD3491,Product_1491,Clothing,94.8,57
PROD3492,Product_1492,Toys,21.62,112
PROD3493,Product_1493,Clothing,42.62,176
PROD3494,Product_1494,Home,99.72,176
PROD3495,Product_1495,Clothing,49.57,91
PROD3496,Product_1496,Clothing,32.83,50
PROD3497,Product_1497,Toys,92.14,87
PROD3498,Product_1498,Clothing,56.03,177
PROD3499,Product_1499,Toys,91.53,115
PROD3500,Product_1500,Clothing,43.21,138
PROD3501,Product_1501,Clothing,18.06,73
PROD3502,Product_1502,Electronics,39.7,67
PROD3503,Product_1503,Electronics,95.73,183
PROD3504,Product_1504,Toys,25.05,59
PROD3505,Product_1505,Electronics,79.59,86
PROD3506,Product_1506,Electronics,90.28,137
PROD3507,Product_1507,Home,33.49,147
PROD3508,Product_1508,Toys,39.0,131
PROD3509,Product_1509,Home,53.7,74
PROD3510,Product_1510,Clothing,45.05,192
PROD3511,Product_1511,Toys,69.13,106
PROD3512,Product_1512,Electronics,99.66,164
PROD3513,Product_1513,Toys,73.13,166
PROD3514,Product_1514,Clothing,16.87,137
PROD3515,Product_1515,Electronics,74.82,79
PROD3516,Product_1516,Home,41.4,125
PROD3517,Product_1517,Clothing,21.38,168
PROD3518,Product_1518,Electronics,20.82,194
PROD3519,Product_1519,Home,14.82,178
PROD3520,Product_1520,Clothing,63.59,199
PROD3521,Product_1521,Home,83.76,128
PROD3522,Product_1522,Clothing,64.59,98
PROD3523,Product_1523,Clothing,35.9,85
PROD3524,Product_1524,Home,68.41,127
PROD3525,Product_1525,Clothing,70.04,157
PROD3526,Product_1526,Electronics,30.63,106
PROD3527,Product_1527,Clothing,52.29,72
PROD3528,Product_1528,Toys,25.86,170
PROD3529,Product_1529,Home,13.48,168
PROD3530,Product_1530,Clothing,91.93,96
PROD3531,Product_1531,Electronics,79.75,51
PROD3532,Product_1532,Toys,32.73,73
PROD3533,Product_1533,Home,44.68,75
PROD3534,Product_1534,Clothing,42.13,82
PROD3535,Product_1535,Toys,45.54,184
PROD3536,Product_1536,Electronics,88.77,197
PROD3537,Product_1537,Clothing,55.52,73
PROD3538,Product_1538,Toys,66.43,150
PROD3539,Product_1539,Electronics,49.12,177
PROD3540,Product_1540,Clothing,45.6,98
PROD3541,Product_1541,Clothing,67.3,113
PROD3542,Product_1542,Toys,94.06,55
PROD3543,Product_1543,Home,43.05,83
PROD3544,Product_1544,Electronics,31.98,62
PROD3545,Product_1545,Electronics,91.94,54
PROD3546,Product_1546,Home,42.82,99
PROD3547,Product_1547,Clothing,66.1,106
PROD3548,Product_1548,Home,11.05,119
PROD3549,Product_1549,Electronics,23.13,189
PROD3550,Product_1550,Clothing,13.39,186
PROD3551,Product_1551,Home,36.93,57
PROD3552,Product_1552,Home,17.61,135
PROD3553,Product_1553,Clothing,10.81,59
PROD3554,Product_1554,Home,91.25,120
PROD3555,Product_1555,Home,47.95,88
PROD3556,Product_1556,Home,24.71,137
PROD3557,Product_1557,Clothing,20.07,72
PROD3558,Product_1558,Toys,21.02,99
PROD3559,Product_1559,Home,11.25,109
PROD3560,Product_1560,Clothing,16.57,191
PROD3561,Product_1561,Toys,27.0,141
PROD3562,Product_1562,Toys,86.89,171
PROD3563,Product_1563,Electronics,86.05,90
PROD3564,Product_1564,Home,39.94,184
PROD3565,Product_1565,Electronics,55.32,114
PROD3566,Product_1566,Toys,15.0,136
PROD3567,Product_1567,Electronics,54.26,150
PROD3568,Product_1568,Clothing,93.17,113
PROD3569,Product_1569,Clothing,42.69,91
PROD3570,Product_1570,Clothing,88.74,150
PROD3571,Product_1571,Clothing,30.66,70
PROD3572,Product_1572,Home,97.29,158
PROD3573,Product_1573,Electronics,39.79,112
PROD3574,Product_1574,Clothing,24.86,110
PROD3575,Product_1575,Home,26.65,134
PROD3576,Product_1576,Toys,39.74,137
PROD3577,Product_1577,Home,57.14,102
PROD3578,Product_1578,Clothing,67.16,148
PROD3579,Product_1579,Electronics,80.86,94
PROD3580,Product_1580,Home,59.04,199
PROD3581,Product_1581,Toys,99.51,80
PROD3582,Product_1582,Toys,35.66,123
PROD3583,Product_1583,Toys,44.16,57
PROD3584,Product_1584,Electronics,38.18,84
PROD3585,Product_1585,Clothing,99.1,109
PROD3586,Product_1586,Electronics,30.38,93
PROD3587,Product_1587,Clothing,17.92,59
PROD3588,Product_1588,Toys,70.04,96
PROD3589,Product_1589,Toys,21.45,124
PROD3590,Product_1590,Home,87.15,196
PROD3591,Product_1591,Home,78.54,127
PROD3592,Product_1592,Toys,59.62,71
PROD3593,Product_1593,Clothing,36.51,117
PROD3594,Product_1594,Toys,36.47,122
PROD3595,Product_1595,Home,34.93,79
PROD3596,Product_1596,Home,19.99,146
PROD3597,Product_1597,Electronics,13.82,80
PROD3598,Product_1598,Clothing,80.23,158
PROD3599,Product_1599,Toys,24.41,179
PROD3600,Product_1600,Toys,61.82,171
PROD3601,Product_1601,Home,10.94,180
PROD3602,Product_1602,Home,61.91,130
PROD3603,Product_1603,Clothing,10.91,167
PROD3604,Product_1604,Clothing,25.31,56
PROD3605,Product_1605,Clothing,82.3,198
PROD3606,Product_1606,Home,77.75,161
PROD3607,Product_1607,Toys,59.86,85
PROD3608,Product_1608,Electronics,89.87,151
PROD3609,Product_1609,Electronics,66.32,167
PROD3610,Product_1610,Toys,88.44,192
PROD3611,Product_1611,Toys,98.95,175
PROD3612,Product_1612,Clothing,31.56,172
PROD3613,Product_1613,Home,20.24,147
PROD3614,Product_1614,Electronics,19.36,56
PROD3615,Product_1615,Electronics,13.09,135
PROD3616,Product_1616,Home,13.03,140
PROD3617,Product_1617,Toys,75.06,132
PROD3618,Product_1618,Electronics,65.33,66
PROD3619,Product_1619,Clothing,63.91,116
PROD3620,Product_1620,Electronics,52.7,57
PROD3621,Product_1621,Home,18.5,169
PROD3622,Product_1622,Clothing,50.93,188
PROD3623,Product_1623,Electronics,95.18,118
PROD3624,Product_1624,Toys,64.81,68
PROD3625,Product_1625,Clothing,13.07,90
PROD3626,Product_1626,Electronics,28.09,146
PROD3627,Product_1627,Home,38.94,124
PROD3628,Product_1628,Electronics,84.25,56
PROD3629,Product_1629,Clothing,40.42,60
PROD3630,Product_1630,Home,74.18,140
PROD3631,Product_1631,Clothing,96.67,78
PROD3632,Product_1632,Home,45.07,123
PROD3633,Product_1633,Clothing,84.07,54
PROD3634,Product_1634,Electronics,31.48,73
PROD3635,Product_1635,Clothing,54.91,124
PROD3636,Product_1636,Toys,89.8,111
PROD3637,Product_1637,Home,13.41,173
PROD3638,Product_1638,Toys,63.05,52
PROD3639,Product_1639,Clothing,74.22,106
PROD3640,Product_1640,Home,17.7,151
PROD3641,Product_1641,Clothing,21.21,120
PROD3642,Product_1642,Toys,30.02,121
PROD3643,Product_1643,Electronics,68.96,132
PROD3644,Product_1644,Toys,29.84,113
PROD3645,Product_1645,Clothing,88.86,174
PROD3646,Product_1646,Electronics,88.2,177
PROD3647,Product_1647,Toys,89.75,116
PROD3648,Product_1648,Home,11.58,113
PROD3649,Product_1649,Home,50.39,82
PROD3650,Product_1650,Home,49.24,92
PROD3651,Product_1651,Home,10.16,116
PROD3652,Product_1652,Electronics,17.78,83
PROD3653,Product_1653,Home,23.01,173
PROD3654,Product_1654,Clothing,85.72,199
PROD3655,Product_1655,Toys,73.96,110
PROD3656,Product_1656,Electronics,15.43,170
PROD3657,Product_1657,Home,75.67,113
PROD3658,Product_1658,Toys,98.57,185
PROD3659,Product_1659,Home,84.47,162
PROD3660,Product_1660,Home,62.7,123
PROD3661,Product_1661,Toys,76.33,177
PROD3662,Product_1662,Home,96.42,187
PROD3663,Product_1663,Toys,14.27,125
PROD3664,Product_1664,Clothing,65.37,97
PROD3665,Product_1665,Home,89.06,190
PROD3666,Product_1666,Electronics,16.19,171
PROD3667,Product_1667,Clothing,71.71,69
PROD3668,Product_1668,Electronics,39.64,53
PROD3669,Product_1669,Electronics,57.29,108
PROD3670,Product_1670,Electronics,51.72,135
PROD3671,Product_1671,Home,34.06,109
PROD3672,Product_1672,Toys,35.92,187
PROD3673,Product_1673,Toys,76.54,92
PROD3674,Product_1674,Clothing,27.34,72
PROD3675,Product_1675,Electronics,44.53,166
PROD3676,Product_1676,Toys,78.46,94
PROD3677,Product_1677,Toys,56.44,95
PROD3678,Product_1678,Electronics,10.23,83
PROD3679,Product_1679,Toys,23.3,84
PROD3680,Product_1680,Toys,18.68,161
PROD3681,Product_1681,Electronics,53.28,81
PROD3682,Product_1682,Electronics,83.49,85
PROD3683,Product_1683,Clothing,14.7,184
PROD3684,Product_1684,Clothing,89.64,165
PROD3685,Product_1685,Electronics,39.53,188
PROD3686,Product_1686,Clothing,32.2,199
PROD3687,Product_1687,Electronics,97.92,80
PROD3688,Product_1688,Clothing,37.25,188
PROD3689,Product_1689,Toys,94.46,123
PROD3690,Product_1690,Electronics,60.38,65
PROD3691,Product_1691,Home,16.69,81
PROD3692,Product_1692,Electronics,26.42,164
PROD3693,Product_1693,Clothing,69.24,91
PROD3694,Product_1694,Toys,47.07,98
PROD3695,Product_1695,Home,93.16,55
PROD3696,Product_1696,Electronics,11.02,73
PROD3697,Product_1697,Clothing,88.09,83
PROD3698,Product_1698,Clothing,74.34,194
PROD3699,Product_1699,Clothing,98.1,130
PROD3700,Product_1700,Clothing,48.32,60
PROD3701,Product_1701,Toys,38.41,141
PROD3702,Product_1702,Home,46.94,144
PROD3703,Product_1703,Electronics,57.81,85
PROD3704,Product_1704,Electronics,21.48,98
PROD3705,Product_1705,Electronics,73.35,130
PROD3706,Product_1706,Home,97.9,143
PROD3707,Product_1707,Toys,85.07,193
PROD3708,Product_1708,Home,75.63,172
PROD3709,Product_1709,Toys,74.61,66
PROD3710,Product_1710,Toys,43.44,113
PROD3711,Product_1711,Electronics,32.56,150
PROD3712,Product_1712,Electronics,92.29,153
PROD3713,Product_1713,Electronics,14.43,172
PROD3714,Product_1714,Electronics,95.48,138
PROD3715,Product_1715,Home,91.88,197
PROD3716,Product_1716,Toys,68.65,176
PROD3717,Product_1717,Toys,13.5,192
PROD3718,Product_1718,Clothing,24.48,164
PROD3719,Product_1719,Clothing,40.58,67
PROD3720,Product_1720,Electronics,50.3,112
PROD3721,Product_1721,Electronics,11.97,137
PROD3722,Product_1722,Home,45.32,142
PROD3723,Product_1723,Home,77.55,123
PROD3724,Product_1724,Electronics,68.44,156
PROD3725,Product_1725,Toys,60.53,146
PROD3726,Product_1726,Electronics,36.98,148
PROD3727,Product_1727,Home,63.74,89
PROD3728,Product_1728,Toys,36.86,194
PROD3729,Product_1729,Home,90.12,105
PROD3730,Product_1730,Toys,63.89,173
PROD3731,Product_1731,Toys,26.6,86
PROD3732,Product_1732,Clothing,81.28,85
PROD3733,Product_1733,Home,76.1,183
PROD3734,Product_1734,Clothing,99.37,191
PROD3735,Product_1735,Toys,79.54,50
PROD3736,Product_1736,Toys,96.66,157
PROD3737,Product_1737,Electronics,15.54,88
PROD3738,Product_1738,Toys,20.07,180
PROD3739,Product_1739,Toys,56.47,168
PROD3740,Product_1740,Electronics,88.41,115
PROD3741,Product_1741,Clothing,83.79,133
PROD3742,Product_1742,Electronics,57.0,130
PROD3743,Product_1743,Home,67.02,149
PROD3744,Product_1744,Toys,44.7,161
PROD3745,Product_1745,Toys,30.33,153
PROD3746,Product_1746,Clothing,47.02,144
PROD3747,Product_1747,Toys,23.11,165
PROD3748,Product_1748,Electronics,15.31,180
PROD3749,Product_1749,Toys,42.1,175
PROD3750,Product_1750,Electronics,70.16,116
PROD3751,Product_1751,Toys,30.39,135
PROD3752,Product_1752,Toys,73.28,150
PROD3753,Product_1753,Clothing,83.97,121
PROD3754,Product_1754,Electronics,71.65,118
PROD3755,Product_1755,Clothing,97.95,187
PROD3756,Product_1756,Electronics,71.18,183
PROD3757,Product_1757,Electronics,69.07,124
PROD3758,Product_1758,Toys,86.53,102
PROD3759,Product_1759,Electronics,75.11,104
PROD3760,Product_1760,Clothing,28.21,57
PROD3761,Product_1761,Electronics,29.42,111
PROD3762,Product_1762,Clothing,58.84,54
PROD3763,Product_1763,Home,93.36,82
PROD3764,Product_1764,Home,13.71,62
PROD3765,Product_1765,Home,31.54,123
PROD3766,Product_1766,Toys,85.45,141
PROD3767,Product_1767,Clothing,19.94,85
PROD3768,Product_1768,Clothing,80.64,148
PROD3769,Product_1769,Home,74.3,185
PROD3770,Product_1770,Clothing,53.12,69
PROD3771,Product_1771,Home,99.08,64
PROD3772,Product_1772,Electronics,19.83,101
PROD3773,Product_1773,Toys,39.44,132
PROD3774,Product_1774,Toys,93.71,79
PROD3775,Product_1775,Electronics,39.09,55
PROD3776,Product_1776,Electronics,38.63,91
PROD3777,Product_1777,Clothing,13.9,151
PROD3778,Product_1778,Home,92.06,188
PROD3779,Product_1779,Clothing,43.88,188
PROD3780,Product_1780,Home,47.31,197
PROD3781,Product_1781,Electronics,12.54,142
PROD3782,Product_1782,Electronics,76.55,76
PROD3783,Product_1783,Home,87.0,162
PROD3784,Product_1784,Clothing,43.28,148
PROD3785,Product_1785,Toys,42.09,148
PROD3786,Product_1786,Home,93.37,72
PROD3787,Product_1787,Clothing,73.58,156
PROD3788,Product_1788,Toys,70.77,197
PROD3789,Product_1789,Home,24.2,162
PROD3790,Product_1790,Home,40.72,107
PROD3791,Product_1791,Electronics,55.6,65
PROD3792,Product_1792,Home,73.26,58
PROD3793,Product_1793,Electronics,94.91,165
PROD3794,Product_1794,Toys,45.97,85
PROD3795,Product_1795,Clothing,94.2,152
PROD3796,Product_1796,Toys,38.22,174
PROD3797,Product_1797,Toys,31.3,186
PROD3798,Product_1798,Electronics,97.42,163
PROD3799,Product_1799,Clothing,16.79,102
PROD3800,Product_1800,Electronics,12.92,65
PROD3801,Product_1801,Clothing,68.83,50
PROD3802,Product_1802,Home,40.41,128
PROD3803,Product_1803,Clothing,55.94,56
PROD3804,Product_1804,Clothing,99.07,149
PROD3805,Product_1805,Electronics,30.77,135
PROD3806,Product_1806,Clothing,14.98,127
PROD3807,Product_1807,Electronics,54.07,175
PROD3808,Product_1808,Toys,79.76,77
PROD3809,Product_1809,Home,16.06,95
PROD3810,Product_1810,Home,27.24,60
PROD3811,Product_1811,Electronics,73.6,116
PROD3812,Product_1812,Home,51.71,117
PROD3813,Product_1813,Toys,74.57,95
PROD3814,Product_1814,Electronics,28.5,117
PROD3815,Product_1815,Home,49.96,135
PROD3816,Product_1816,Electronics,69.69,135
PROD3817,Product_1817,Toys,40.62,112
PROD3818,Product_1818,Toys,48.38,132
PROD3819,Product_1819,Home,40.76,147
PROD3820,Product_1820,Clothing,24.63,68
PROD3821,Product_1821,Electronics,55.51,62
PROD3822,Product_1822,Toys,84.28,144
PROD3823,Product_1823,Electronics,61.38,133
PROD3824,Product_1824,Toys,50.39,51
PROD3825,Product_1825,Toys,13.41,183
PROD3826,Product_1826,Electronics,19.3,129
PROD3827,Product_1827,Toys,28.41,57
PROD3828,Product_1828,Home,31.86,158
PROD3829,Product_1829,Home,81.92,129
PROD3830,Product_1830,Toys,43.91,145
PROD3831,Product_1831,Electronics,12.17,72
PROD3832,Product_1832,Home,98.1,61
PROD3833,Product_1833,Toys,52.47,199
PROD3834,Product_1834,Home,97.58,163
PROD3835,Product_1835,Electronics,90.25,138
PROD3836,Product_1836,Electronics,21.69,73
PROD3837,Product_1837,Electronics,49.19,61
PROD3838,Product_1838,Clothing,78.53,91
PROD3839,Product_1839,Clothing,96.2,52
PROD3840,Product_1840,Home,24.64,75
PROD3841,Product_1841,Home,77.11,112
PROD3842,Product_1842,Toys,51.71,182
PROD3843,Product_1843,Toys,54.07,178
PROD3844,Product_1844,Toys,44.81,129
PROD3845,Product_1845,Toys,71.43,141
PROD3846,Product_1846,Clothing,12.17,150
PROD3847,Product_1847,Electronics,58.33,76
PROD3848,Product_1848,Toys,99.46,195
PROD3849,Product_1849,Clothing,91.94,152
PROD3850,Product_1850,Home,15.6,112
PROD3851,Product_1851,Home,11.69,90
PROD3852,Product_1852,Home,57.17,54
PROD3853,Product_1853,Toys,34.61,88
PROD3854,Product_1854,Electronics,43.81,113
PROD3855,Product_1855,Home,97.94,79
PROD3856,Product_1856,Toys,25.09,120
PROD3857,Product_1857,Clothing,47.74,145
PROD3858,Product_1858,Electronics,48.15,177
PROD3859,Product_1859,Home,73.3,190
PROD3860,Product_1860,Clothing,49.09,74
PROD3861,Product_1861,Electronics,77.1,148
PROD3862,Product_1862,Electronics,35.22,196
PROD3863,Product_1863,Home,38.09,132
PROD3864,Product_1864,Electronics,57.39,173
PROD3865,Product_1865,Home,83.25,194
PROD3866,Product_1866,Clothing,15.41,78
PROD3867,Product_1867,Electronics,16.85,198
PROD3868,Product_1868,Clothing,25.59,159
PROD3869,Product_1869,Toys,22.85,77
PROD3870,Product_1870,Toys,44.07,187
PROD3871,Product_1871,Toys,31.46,122
PROD3872,Product_1872,Home,34.08,177
PROD3873,Product_1873,Clothing,68.15,63
